 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    500.000     499.843         6.000      5.607      2.8579e-01      4.1881e-02      1.1969e-02      5.1799e-03    2.904e-02     4.247e+01       1.05e+00    1.32e-01    898426 
    500.000     499.843         7.000      5.607      2.8579e-01      3.7383e-02      1.0684e-02      4.6142e-03    2.587e-02     4.768e+01       9.34e-01    1.18e-01    900621 
    500.000     499.843         8.000      5.607      2.8579e-01      3.3702e-02      9.6318e-03      4.1530e-03    2.329e-02     5.297e+01       8.41e-01    1.06e-01    901204 
    500.000     499.843         9.000      5.607      2.8579e-01      3.0784e-02      8.7980e-03      3.7898e-03    2.125e-02     5.805e+01       7.67e-01    9.66e-02    902180 
    500.000     499.843         10.000      5.607      2.8579e-01      2.8300e-02      8.0879e-03      3.4802e-03    1.951e-02     6.321e+01       7.04e-01    8.87e-02    902559 
    600.000     599.843         0.010      2.371      3.5369e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     nan       0.00e+00    0.00e+00    0 
    600.000     599.843         0.015      2.371      3.5369e-01      1.4805e-07      5.2364e-08      2.1235e-08    5.036e-08     1.036e+07       1.82e-06    2.29e-07    4 
    600.000     599.843         0.020      2.371      3.5369e-01      1.3781e-06      4.8742e-07      2.0114e-07    4.770e-07     1.094e+06       1.72e-05    2.17e-06    25 
    600.000     599.843         0.025      2.371      3.5369e-01      7.9385e-06      2.8077e-06      1.1326e-06    2.686e-06     1.942e+05       9.70e-05    1.22e-05    118 
    600.000     599.843         0.030      2.371      3.5369e-01      2.8755e-05      1.0170e-05      4.0309e-06    9.559e-06     5.458e+04       3.45e-04    4.34e-05    338 
    600.000     599.843         0.040      2.371      3.5369e-01      1.3302e-04      4.7049e-05      1.8853e-05    4.471e-05     1.167e+04       1.61e-03    2.03e-04    1523 
    600.000     599.843         0.050      2.371      3.5369e-01      4.0404e-04      1.4290e-04      5.6264e-05    1.334e-04     3.910e+03       4.82e-03    6.06e-04    4046 
    600.000     599.843         0.060      2.371      3.5369e-01      8.6185e-04      3.0483e-04      1.1773e-04    2.792e-04     1.869e+03       1.01e-02    1.27e-03    8167 
    600.000     599.843         0.070      2.371      3.5369e-01      1.6032e-03      5.6702e-04      2.2127e-04    5.247e-04     9.943e+02       1.89e-02    2.39e-03    14184 
    600.000     599.843         0.080      2.371      3.5369e-01      2.5407e-03      8.9862e-04      3.4893e-04    8.275e-04     6.305e+02       2.99e-02    3.76e-03    21628 
    600.000     599.843         0.090      2.371      3.5369e-01      3.7687e-03      1.3330e-03      5.1723e-04    1.227e-03     4.253e+02       4.43e-02    5.58e-03    30766 
    600.000     599.843         0.100      2.371      3.5369e-01      5.1708e-03      1.8288e-03      7.1223e-04    1.689e-03     3.089e+02       6.10e-02    7.68e-03    41193 
    600.000     599.843         0.150      2.371      3.5369e-01      1.4907e-02      5.2723e-03      2.0457e-03    4.851e-03     1.075e+02       1.75e-01    2.21e-02    109376 
    600.000     599.843         0.200      2.371      3.5369e-01      2.6322e-02      9.3096e-03      3.6101e-03    8.561e-03     6.094e+01       3.09e-01    3.89e-02    189659 
    600.000     599.843         0.250      2.371      3.5369e-01      3.7525e-02      1.3272e-02      5.1617e-03    1.224e-02     4.262e+01       4.42e-01    5.56e-02    270283 
    600.000     599.843         0.300      2.371      3.5369e-01      4.7619e-02      1.6842e-02      6.5599e-03    1.556e-02     3.354e+01       5.62e-01    7.07e-02    346464 
    600.000     599.843         0.400      2.371      3.5369e-01      6.3726e-02      2.2539e-02      8.7996e-03    2.087e-02     2.500e+01       7.53e-01    9.49e-02    480756 
    600.000     599.843         0.500      2.371      3.5369e-01      7.5219e-02      2.6604e-02      1.0394e-02    2.465e-02     2.117e+01       8.90e-01    1.12e-01    590778 
    600.000     599.843         0.600      2.371      3.5369e-01      8.2669e-02      2.9239e-02      1.1446e-02    2.714e-02     1.922e+01       9.80e-01    1.23e-01    679133 
    600.000     599.843         0.700      2.371      3.5369e-01      8.7600e-02      3.0983e-02      1.2134e-02    2.878e-02     1.813e+01       1.04e+00    1.31e-01    749734 
    600.000     599.843         0.800      2.371      3.5369e-01      9.0765e-02      3.2102e-02      1.2580e-02    2.983e-02     1.749e+01       1.08e+00    1.36e-01    809941 
    600.000     599.843         0.900      2.371      3.5369e-01      9.2273e-02      3.2636e-02      1.2790e-02    3.033e-02     1.720e+01       1.09e+00    1.38e-01    857976 
    600.000     599.843         1.000      2.371      3.5369e-01      9.3073e-02      3.2919e-02      1.2895e-02    3.058e-02     1.706e+01       1.10e+00    1.39e-01    897539 
    600.000     599.843         1.500      2.371      3.5369e-01      8.9572e-02      3.1680e-02      1.2386e-02    2.937e-02     1.776e+01       1.06e+00    1.34e-01    1025862 
    600.000     599.843         2.000      2.371      3.5369e-01      8.2755e-02      2.9269e-02      1.1415e-02    2.707e-02     1.927e+01       9.77e-01    1.23e-01    1089816 
    600.000     599.843         2.500      2.371      3.5369e-01      7.5702e-02      2.6775e-02      1.0418e-02    2.471e-02     2.112e+01       8.92e-01    1.12e-01    1125483 
    600.000     599.843         3.000      2.371      3.5369e-01      6.9333e-02      2.4522e-02      9.5207e-03    2.258e-02     2.311e+01       8.15e-01    1.03e-01    1148034 
    600.000     599.843         4.000      2.371      3.5369e-01      5.9101e-02      2.0903e-02      8.0860e-03    1.918e-02     2.721e+01       6.92e-01    8.72e-02    1171742 
    600.000     599.843         5.000      2.371      3.5369e-01      5.1129e-02      1.8084e-02      6.9807e-03    1.655e-02     3.152e+01       5.98e-01    7.52e-02    1181098 
    600.000     599.843         6.000      2.371      3.5369e-01      4.5086e-02      1.5946e-02      6.1461e-03    1.458e-02     3.579e+01       5.26e-01    6.63e-02    1187748 
    600.000     599.843         7.000      2.371      3.5369e-01      4.0279e-02      1.4246e-02      5.4804e-03    1.300e-02     4.014e+01       4.69e-01    5.91e-02    1192246 
    600.000     599.843         8.000      2.371      3.5369e-01      3.6303e-02      1.2840e-02      4.9325e-03    1.170e-02     4.460e+01       4.22e-01    5.32e-02    1193156 
    600.000     599.843         9.000      2.371      3.5369e-01      3.3291e-02      1.1774e-02      4.5283e-03    1.074e-02     4.858e+01       3.88e-01    4.88e-02    1195617 
    600.000     599.843         10.000      2.371      3.5369e-01      3.0405e-02      1.0754e-02      4.1252e-03    9.783e-03     5.333e+01       3.53e-01    4.45e-02    1195501 
   700.000     699.843         0.010      1.079      4.0866e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     nan       0.00e+00    0.00e+00    0 
    700.000     699.843         0.015      1.079      4.0866e-01      1.7380e-09      7.1026e-10      2.3687e-10    2.556e-10     9.288e+08       9.23e-09    1.16e-09    3 
    700.000     699.843         0.020      1.079      4.0866e-01      8.4482e-07      3.4524e-07      1.1902e-07    1.284e-07     1.848e+06       4.64e-06    5.84e-07    14 
    700.000     699.843         0.025      1.079      4.0866e-01      4.2524e-06      1.7378e-06      6.3990e-07    6.904e-07     3.438e+05       2.49e-05    3.14e-06    99 
    700.000     699.843         0.030      1.079      4.0866e-01      1.3248e-05      5.4138e-06      1.8797e-06    2.028e-06     1.170e+05       7.32e-05    9.22e-06    267 
    700.000     699.843         0.040      1.079      4.0866e-01      8.6743e-05      3.5448e-05      1.2457e-05    1.344e-05     1.766e+04       4.85e-04    6.11e-05    1282 
    700.000     699.843         0.050      1.079      4.0866e-01      2.8523e-04      1.1656e-04      4.1056e-05    4.430e-05     5.359e+03       1.60e-03    2.01e-04    3625 
    700.000     699.843         0.060      1.079      4.0866e-01      6.1186e-04      2.5004e-04      8.9484e-05    9.655e-05     2.459e+03       3.49e-03    4.39e-04    7262 
    700.000     699.843         0.070      1.079      4.0866e-01      1.2097e-03      4.9435e-04      1.7549e-04    1.893e-04     1.254e+03       6.84e-03    8.61e-04    13326 
    700.000     699.843         0.080      1.079      4.0866e-01      2.0087e-03      8.2087e-04      2.9320e-04    3.163e-04     7.503e+02       1.14e-02    1.44e-03    21223 
    700.000     699.843         0.090      1.079      4.0866e-01      3.0302e-03      1.2383e-03      4.4261e-04    4.775e-04     4.971e+02       1.72e-02    2.17e-03    30721 
    700.000     699.843         0.100      1.079      4.0866e-01      4.2883e-03      1.7525e-03      6.2610e-04    6.755e-04     3.514e+02       2.44e-02    3.07e-03    41902 
    700.000     699.843         0.150      1.079      4.0866e-01      1.2934e-02      5.2855e-03      1.9025e-03    2.053e-03     1.156e+02       7.41e-02    9.33e-03    115864 
    700.000     699.843         0.200      1.079      4.0866e-01      2.3683e-02      9.6782e-03      3.4971e-03    3.773e-03     6.291e+01       1.36e-01    1.72e-02    205448 
    700.000     699.843         0.250      1.079      4.0866e-01      3.4533e-02      1.4112e-02      5.1129e-03    5.516e-03     4.303e+01       1.99e-01    2.51e-02    299112 
    700.000     699.843         0.300      1.079      4.0866e-01      4.4441e-02      1.8161e-02      6.5926e-03    7.113e-03     3.337e+01       2.57e-01    3.23e-02    388307 
    700.000     699.843         0.400      1.079      4.0866e-01      6.0781e-02      2.4839e-02      9.0429e-03    9.757e-03     2.433e+01       3.52e-01    4.43e-02    546242 
    700.000     699.843         0.500      1.079      4.0866e-01      7.2736e-02      2.9724e-02      1.0842e-02    1.170e-02     2.029e+01       4.22e-01    5.32e-02    679451 
    700.000     699.843         0.600      1.079      4.0866e-01      8.0710e-02      3.2983e-02      1.2060e-02    1.301e-02     1.824e+01       4.70e-01    5.91e-02    784878 
    700.000     699.843         0.700      1.079      4.0866e-01      8.6330e-02      3.5280e-02      1.2904e-02    1.392e-02     1.705e+01       5.03e-01    6.33e-02    874275 
    700.000     699.843         0.800      1.079      4.0866e-01      8.9868e-02      3.6725e-02      1.3434e-02    1.449e-02     1.638e+01       5.23e-01    6.59e-02    946459 
    700.000     699.843         0.900      1.079      4.0866e-01      9.2066e-02      3.7624e-02      1.3766e-02    1.485e-02     1.598e+01       5.36e-01    6.75e-02    1007475 
    700.000     699.843         1.000      1.079      4.0866e-01      9.3239e-02      3.8103e-02      1.3960e-02    1.506e-02     1.576e+01       5.44e-01    6.85e-02    1058147 
    700.000     699.843         1.500      1.079      4.0866e-01      9.1290e-02      3.7306e-02      1.3664e-02    1.474e-02     1.610e+01       5.32e-01    6.70e-02    1220723 
    700.000     699.843         2.000      1.079      4.0866e-01      8.5131e-02      3.4790e-02      1.2714e-02    1.372e-02     1.730e+01       4.95e-01    6.24e-02    1304483 
    700.000     699.843         2.500      1.079      4.0866e-01      7.8332e-02      3.2011e-02      1.1688e-02    1.261e-02     1.882e+01       4.55e-01    5.73e-02    1352577 
    700.000     699.843         3.000      1.079      4.0866e-01      7.1989e-02      2.9419e-02      1.0726e-02    1.157e-02     2.051e+01       4.18e-01    5.26e-02    1380203 
    700.000     699.843         4.000      1.079      4.0866e-01      6.1520e-02      2.5141e-02      9.1454e-03    9.867e-03     2.406e+01       3.56e-01    4.49e-02    1412655 
    700.000     699.843         5.000      1.079      4.0866e-01      5.3764e-02      2.1971e-02      7.9663e-03    8.595e-03     2.762e+01       3.10e-01    3.91e-02    1428462 
    700.000     699.843         6.000      1.079      4.0866e-01      4.7522e-02      1.9420e-02      7.0450e-03    7.601e-03     3.123e+01       2.74e-01    3.45e-02    1438095 
    700.000     699.843         7.000      1.079      4.0866e-01      4.2376e-02      1.7317e-02      6.2669e-03    6.761e-03     3.511e+01       2.44e-01    3.07e-02    1441686 
    700.000     699.843         8.000      1.079      4.0866e-01      3.8249e-02      1.5631e-02      5.6521e-03    6.098e-03     3.892e+01       2.20e-01    2.77e-02    1444149 
    700.000     699.843         9.000      1.079      4.0866e-01      3.5076e-02      1.4334e-02      5.1797e-03    5.589e-03     4.247e+01       2.02e-01    2.54e-02    1446137 
    700.000     699.843         10.000      1.079      4.0866e-01      3.2193e-02      1.3156e-02      4.7513e-03    5.126e-03     4.630e+01       1.85e-01    2.33e-02    1447820 
    800.000     799.843         0.010      0.530      4.4195e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     nan       0.00e+00    0.00e+00    0 
    800.000     799.843         0.015      0.530      4.4195e-01      1.5086e-07      6.6671e-08      2.1661e-08    1.149e-08     1.016e+07       4.15e-07    5.22e-08    3 
    800.000     799.843         0.020      0.530      4.4195e-01      7.2911e-07      3.2223e-07      2.0817e-07    1.104e-07     1.057e+06       3.99e-06    5.02e-07    18 
    800.000     799.843         0.025      0.530      4.4195e-01      2.4596e-06      1.0870e-06      5.0851e-07    2.697e-07     4.326e+05       9.74e-06    1.23e-06    69 
    800.000     799.843         0.030      0.530      4.4195e-01      9.5821e-06      4.2348e-06      1.5859e-06    8.411e-07     1.387e+05       3.04e-05    3.82e-06    230 
    800.000     799.843         0.040      0.530      4.4195e-01      7.0079e-05      3.0971e-05      1.0596e-05    5.620e-06     2.076e+04       2.03e-04    2.55e-05    1184 
    800.000     799.843         0.050      0.530      4.4195e-01      2.3582e-04      1.0422e-04      3.7228e-05    1.975e-05     5.910e+03       7.13e-04    8.98e-05    3563 
    800.000     799.843         0.060      0.530      4.4195e-01      5.4028e-04      2.3877e-04      8.3584e-05    4.433e-05     2.632e+03       1.60e-03    2.02e-04    7461 
    800.000     799.843         0.070      0.530      4.4195e-01      1.0208e-03      4.5116e-04      1.5906e-04    8.436e-05     1.383e+03       3.05e-03    3.83e-04    13163 
    800.000     799.843         0.080      0.530      4.4195e-01      1.7120e-03      7.5659e-04      2.6135e-04    1.386e-04     8.418e+02       5.00e-03    6.30e-04    20897 
    800.000     799.843         0.090      0.530      4.4195e-01      2.6309e-03      1.1627e-03      4.0255e-04    2.135e-04     5.465e+02       7.71e-03    9.71e-04    30975 
    800.000     799.843         0.100      0.530      4.4195e-01      3.7456e-03      1.6554e-03      5.7351e-04    3.042e-04     3.836e+02       1.10e-02    1.38e-03    42418 
    800.000     799.843         0.150      0.530      4.4195e-01      1.1828e-02      5.2272e-03      1.8135e-03    9.619e-04     1.213e+02       3.47e-02    4.37e-03    120732 
    800.000     799.843         0.200      0.530      4.4195e-01      2.1987e-02      9.7170e-03      3.3742e-03    1.790e-03     6.520e+01       6.46e-02    8.13e-03    217107 
    800.000     799.843         0.250      0.530      4.4195e-01      3.2566e-02      1.4393e-02      5.0272e-03    2.666e-03     4.376e+01       9.63e-02    1.21e-02    318684 
    800.000     799.843         0.300      0.530      4.4195e-01      4.2444e-02      1.8758e-02      6.5438e-03    3.471e-03     3.362e+01       1.25e-01    1.58e-02    417159 
    800.000     799.843         0.400      0.530      4.4195e-01      5.8990e-02      2.6070e-02      9.1405e-03    4.848e-03     2.407e+01       1.75e-01    2.20e-02    593795 
    800.000     799.843         0.500      0.530      4.4195e-01      7.1240e-02      3.1485e-02      1.1053e-02    5.863e-03     1.990e+01       2.12e-01    2.66e-02    741762 
    800.000     799.843         0.600      0.530      4.4195e-01      7.9807e-02      3.5271e-02      1.2377e-02    6.565e-03     1.778e+01       2.37e-01    2.98e-02    863472 
    800.000     799.843         0.700      0.530      4.4195e-01      8.6085e-02      3.8045e-02      1.3371e-02    7.092e-03     1.645e+01       2.56e-01    3.22e-02    965600 
    800.000     799.843         0.800      0.530      4.4195e-01      8.9967e-02      3.9760e-02      1.4003e-02    7.427e-03     1.571e+01       2.68e-01    3.38e-02    1048552 
    800.000     799.843         0.900      0.530      4.4195e-01      9.2274e-02      4.0780e-02      1.4350e-02    7.611e-03     1.533e+01       2.75e-01    3.46e-02    1117654 
    800.000     799.843         1.000      0.530      4.4195e-01      9.3788e-02      4.1450e-02      1.4562e-02    7.724e-03     1.511e+01       2.79e-01    3.51e-02    1174979 
    800.000     799.843         1.500      0.530      4.4195e-01      9.3086e-02      4.1139e-02      1.4467e-02    7.673e-03     1.521e+01       2.77e-01    3.49e-02    1364171 
    800.000     799.843         2.000      0.530      4.4195e-01      8.6983e-02      3.8442e-02      1.3471e-02    7.145e-03     1.633e+01       2.58e-01    3.25e-02    1459703 
    800.000     799.843         2.500      0.530      4.4195e-01      8.0407e-02      3.5536e-02      1.2415e-02    6.585e-03     1.772e+01       2.38e-01    2.99e-02    1514348 
    800.000     799.843         3.000      0.530      4.4195e-01      7.4155e-02      3.2773e-02      1.1422e-02    6.058e-03     1.926e+01       2.19e-01    2.75e-02    1548802 
    800.000     799.843         4.000      0.530      4.4195e-01      6.3836e-02      2.8212e-02      9.8132e-03    5.205e-03     2.242e+01       1.88e-01    2.37e-02    1587063 
    800.000     799.843         5.000      0.530      4.4195e-01      5.5507e-02      2.4531e-02      8.5213e-03    4.520e-03     2.582e+01       1.63e-01    2.05e-02    1604026 
    800.000     799.843         6.000      0.530      4.4195e-01      4.9294e-02      2.1785e-02      7.5381e-03    3.998e-03     2.919e+01       1.44e-01    1.82e-02    1614028 
    800.000     799.843         7.000      0.530      4.4195e-01      4.4136e-02      1.9506e-02      6.7405e-03    3.575e-03     3.264e+01       1.29e-01    1.63e-02    1620896 
    800.000     799.843         8.000      0.530      4.4195e-01      3.9931e-02      1.7647e-02      6.0911e-03    3.231e-03     3.612e+01       1.17e-01    1.47e-02    1622288 
    800.000     799.843         9.000      0.530      4.4195e-01      3.6626e-02      1.6187e-02      5.5808e-03    2.960e-03     3.942e+01       1.07e-01    1.35e-02    1625749 
    800.000     799.843         10.000      0.530      4.4195e-01      3.3563e-02      1.4833e-02      5.0991e-03    2.705e-03     4.314e+01       9.76e-02    1.23e-02    1625812 
 
