 C_Mass(GeV)   N_Mass(GeV)    tau(ns)    Init_xs(fb)     EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
    500.000     499.843         0.900      0.345      2.8911e-01      9.7734e-02      2.8255e-02      1.3923e-02    4.806e-03     1.580e+01       1.73e-01    2.18e-02    8601568 
    500.000     499.843         1.000      0.345      2.8911e-01      9.5846e-02      2.7710e-02      1.3640e-02    4.708e-03     1.613e+01       1.70e-01    2.14e-02    8846256 
    500.000     499.843         1.500      0.345      2.8911e-01      8.4050e-02      2.4299e-02      1.1903e-02    4.109e-03     1.848e+01       1.48e-01    1.87e-02    9542868 
    500.000     499.843         2.000      0.345      2.8911e-01      7.3277e-02      2.1185e-02      1.0336e-02    3.568e-03     2.128e+01       1.29e-01    1.62e-02    9844323 
    500.000     499.843         2.500      0.345      2.8911e-01      6.4554e-02      1.8663e-02      9.0803e-03    3.134e-03     2.423e+01       1.13e-01    1.42e-02    9994251 
    500.000     499.843         3.000      0.345      2.8911e-01      5.7487e-02      1.6620e-02      8.0676e-03    2.785e-03     2.727e+01       1.01e-01    1.27e-02    10078913 
    500.000     499.843         4.000      0.345      2.8911e-01      4.7016e-02      1.3593e-02      6.5744e-03    2.269e-03     3.346e+01       8.19e-02    1.03e-02    10155361 
    500.000     499.843         5.000      0.345      2.8911e-01      3.9760e-02      1.1495e-02      5.5482e-03    1.915e-03     3.965e+01       6.91e-02    8.70e-03    10186354 
    500.000     499.843         6.000      0.345      2.8911e-01      3.4403e-02      9.9462e-03      4.7927e-03    1.654e-03     4.590e+01       5.97e-02    7.52e-03    10198684 
    500.000     499.843         7.000      0.345      2.8911e-01      3.0351e-02      8.7745e-03      4.2210e-03    1.457e-03     5.212e+01       5.26e-02    6.62e-03    10202672 
    500.000     499.843         8.000      0.345      2.8911e-01      2.7103e-02      7.8355e-03      3.7653e-03    1.300e-03     5.843e+01       4.69e-02    5.91e-03    10204155 
    500.000     499.843         9.000      0.345      2.8911e-01      2.4495e-02      7.0816e-03      3.4017e-03    1.174e-03     6.467e+01       4.24e-02    5.34e-03    10199918 
    500.000     499.843         10.000     0.345      2.8911e-01      2.2336e-02      6.4573e-03      3.0998e-03    1.070e-03     7.097e+01       3.86e-02    4.86e-03    10196013 
    600.000     599.843         0.010      0.141      3.5901e-01      1.4646e-07      5.2579e-08      2.3539e-08    3.314e-09     9.346e+06       1.20e-07    1.51e-08    1 
    600.000     599.843         0.015      0.141      3.5901e-01      5.3133e-07      1.9075e-07      1.5311e-07    2.156e-08     1.437e+06       7.78e-07    9.80e-08    18 
    600.000     599.843         0.020      0.141      3.5901e-01      8.9608e-06      3.2170e-06      1.4744e-06    2.076e-07     1.492e+05       7.49e-06    9.44e-07    143 
    600.000     599.843         0.025      0.141      3.5901e-01      3.1055e-05      1.1149e-05      5.3072e-06    7.473e-07     4.145e+04       2.70e-05    3.40e-06    510 
    600.000     599.843         0.030      0.141      3.5901e-01      1.0777e-04      3.8691e-05      1.8712e-05    2.635e-06     1.176e+04       9.51e-05    1.20e-05    1376 
    600.000     599.843         0.040      0.141      3.5901e-01      4.3834e-04      1.5737e-04      7.1200e-05    1.003e-05     3.090e+03       3.62e-04    4.56e-05    5118 
    600.000     599.843         0.050      0.141      3.5901e-01      1.1862e-03      4.2585e-04      1.9525e-04    2.749e-05     1.127e+03       9.92e-04    1.25e-04    12415 
    600.000     599.843         0.060      0.141      3.5901e-01      2.4123e-03      8.6602e-04      3.9318e-04    5.536e-05     5.595e+02       2.00e-03    2.52e-04    23263 
    600.000     599.843         0.070      0.141      3.5901e-01      4.1893e-03      1.5040e-03      6.7895e-04    9.560e-05     3.240e+02       3.45e-03    4.35e-04    38149 
    600.000     599.843         0.080      0.141      3.5901e-01      6.3254e-03      2.2709e-03      1.0230e-03    1.440e-04     2.151e+02       5.20e-03    6.55e-04    55682 
    600.000     599.843         0.090      0.141      3.5901e-01      8.9840e-03      3.2253e-03      1.4382e-03    2.025e-04     1.530e+02       7.31e-03    9.20e-04    76268 
    600.000     599.843         0.100      0.141      3.5901e-01      1.1788e-02      4.2322e-03      1.8933e-03    2.666e-04     1.162e+02       9.62e-03    1.21e-03    98268 
    600.000     599.843         0.150      0.141      3.5901e-01      2.8894e-02      1.0373e-02      4.6020e-03    6.480e-04     4.781e+01       2.34e-02    2.95e-03    226541 
    600.000     599.843         0.200      0.141      3.5901e-01      4.5651e-02      1.6389e-02      7.2503e-03    1.021e-03     3.034e+01       3.69e-02    4.64e-03    356129 
    600.000     599.843         0.250      0.141      3.5901e-01      5.9836e-02      2.1482e-02      9.4978e-03    1.337e-03     2.316e+01       4.83e-02    6.08e-03    473750 
    600.000     599.843         0.300      0.141      3.5901e-01      7.1353e-02      2.5616e-02      1.1330e-02    1.595e-03     1.942e+01       5.76e-02    7.25e-03    577871 
    600.000     599.843         0.400      0.141      3.5901e-01      8.6554e-02      3.1074e-02      1.3740e-02    1.935e-03     1.601e+01       6.98e-02    8.79e-03    741712 
    600.000     599.843         0.500      0.141      3.5901e-01      9.5144e-02      3.4157e-02      1.5094e-02    2.125e-03     1.458e+01       7.67e-02    9.66e-03    864366 
    600.000     599.843         0.600      0.141      3.5901e-01      9.8994e-02      3.5540e-02      1.5684e-02    2.208e-03     1.403e+01       7.97e-02    1.00e-02    954402 
    600.000     599.843         0.700      0.141      3.5901e-01      1.0089e-01      3.6219e-02      1.5986e-02    2.251e-03     1.376e+01       8.13e-02    1.02e-02    1025494 
    600.000     599.843         0.800      0.141      3.5901e-01      1.0106e-01      3.6283e-02      1.5993e-02    2.252e-03     1.376e+01       8.13e-02    1.02e-02    1079404 
    600.000     599.843         0.900      0.141      3.5901e-01      9.9762e-02      3.5815e-02      1.5780e-02    2.222e-03     1.394e+01       8.02e-02    1.01e-02    1120346 
    600.000     599.843         1.000      0.141      3.5901e-01      9.8084e-02      3.5213e-02      1.5485e-02    2.180e-03     1.421e+01       7.87e-02    9.91e-03    1153844 
    600.000     599.843         1.500      0.141      3.5901e-01      8.6981e-02      3.1227e-02      1.3665e-02    1.924e-03     1.610e+01       6.95e-02    8.75e-03    1253063 
    600.000     599.843         2.000      0.141      3.5901e-01      7.6385e-02      2.7423e-02      1.1974e-02    1.686e-03     1.837e+01       6.09e-02    7.66e-03    1296701 
    600.000     599.843         2.500      0.141      3.5901e-01      6.7203e-02      2.4126e-02      1.0494e-02    1.478e-03     2.096e+01       5.33e-02    6.72e-03    1317660 
    600.000     599.843         3.000      0.141      3.5901e-01      6.0158e-02      2.1597e-02      9.3822e-03    1.321e-03     2.345e+01       4.77e-02    6.00e-03    1331432 
    600.000     599.843         4.000      0.141      3.5901e-01      4.9438e-02      1.7748e-02      7.6913e-03    1.083e-03     2.860e+01       3.91e-02    4.92e-03    1342150 
    600.000     599.843         5.000      0.141      3.5901e-01      4.1857e-02      1.5027e-02      6.5016e-03    9.154e-04     3.384e+01       3.30e-02    4.16e-03    1347178 
    600.000     599.843         6.000      0.141      3.5901e-01      3.6237e-02      1.3009e-02      5.6079e-03    7.896e-04     3.923e+01       2.85e-02    3.59e-03    1349845 
    600.000     599.843         7.000      0.141      3.5901e-01      3.2012e-02      1.1492e-02      4.9531e-03    6.974e-04     4.442e+01       2.52e-02    3.17e-03    1350529 
    600.000     599.843         8.000      0.141      3.5901e-01      2.8684e-02      1.0298e-02      4.4340e-03    6.243e-04     4.962e+01       2.25e-02    2.84e-03    1350636 
    600.000     599.843         9.000      0.141      3.5901e-01      2.5974e-02      9.3249e-03      4.0179e-03    5.657e-04     5.476e+01       2.04e-02    2.57e-03    1351223 
    600.000     599.843         10.000      0.141      3.5901e-01      2.3579e-02      8.4651e-03      3.6384e-03    5.123e-04     6.047e+01       1.85e-02    2.33e-03    1350693 
 
