#            mhscp               mint              mprod               ctau              width        SR2FULL_800
     5.0000000e+01      1.4950000e+03      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.4900000e+02      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.4900000e+02      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.5490000e+03      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.5490000e+03      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.6100000e+02      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.6100000e+02      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.6500000e+02      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.6500000e+02      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.6900000e+02      2.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.6900000e+02      2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.8170000e+03      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.8170000e+03      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.8100000e+02      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.8100000e+02      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.9400000e+02      3.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9400000e+02      3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.9500000e+02      2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9500000e+02      2.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.9950000e+03      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9950000e+03      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.0270000e+03      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.0270000e+03      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.0900000e+02      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.0900000e+02      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.1100000e+02      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.1100000e+02      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.1300000e+02      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.1300000e+02      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.3000000e+02      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.3000000e+02      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.3380000e+03      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.3380000e+03      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.3400000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.3400000e+02      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.4100000e+02      4.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.4100000e+02      4.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.4500000e+02      2.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.4500000e+02      2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.4600000e+02      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.4600000e+02      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.4950000e+03      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.4950000e+03      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.6900000e+02      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.6900000e+02      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.7400000e+02      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.7400000e+02      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.8700000e+02      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.8700000e+02      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.9500000e+02      3.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.9500000e+02      3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.9950000e+03      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      2.9950000e+03      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.1820000e+03      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.1820000e+03      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.2600000e+02      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.2600000e+02      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.3100000e+02      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.3100000e+02      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.3400000e+02      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.3400000e+02      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.7000000e+02      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.7000000e+02      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.7900000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.7900000e+02      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.9500000e+02      4.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.9500000e+02      4.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      3.9950000e+03      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      3.9950000e+03      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      4.0000000e+02      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      4.0000000e+02      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      4.0600000e+02      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      4.0600000e+02      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      4.6900000e+02      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      4.6900000e+02      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      4.9700000e+02      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      4.9700000e+02      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      4.9950000e+03      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      4.9950000e+03      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.0900000e+02      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.0900000e+02      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.1900000e+02      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.1900000e+02      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.2400000e+02      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.2400000e+02      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.3000000e+01      5.5000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.3000000e+01      5.5000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      3.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      4.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      4.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      6.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      6.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      7.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      7.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      8.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      8.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.5000000e+01      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.5000000e+01      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.9500000e+02      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.9500000e+02      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      5.9700000e+02      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      5.9700000e+02      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      6.0000000e+01      7.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      6.0000000e+01      7.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      6.1400000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      6.1400000e+02      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      6.4000000e+01      8.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      6.4000000e+01      8.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      6.5000000e+01      7.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      6.5000000e+01      7.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      6.6900000e+02      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      6.6900000e+02      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      7.0000000e+01      1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      7.0000000e+01      1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      7.2000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      7.2000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      7.5000000e+01      2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      7.5000000e+01      2.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      7.5000000e+01      8.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      7.5000000e+01      8.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      7.9500000e+02      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      7.9500000e+02      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.0100000e+02      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.0100000e+02      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.0000000e+01      2.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.0000000e+01      2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.1300000e+02      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.1300000e+02      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.1000000e+01      1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.1000000e+01      1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.2300000e+02      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.2300000e+02      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.2000000e+01      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.2000000e+01      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.4000000e+01      3.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.4000000e+01      3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.6200000e+02      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.6200000e+02      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.6000000e+01      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.6000000e+01      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.6000000e+01      5.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.6000000e+01      5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.6000000e+01      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.6000000e+01      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.9000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.9000000e+01      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.9000000e+01      1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.9000000e+01      1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      8.9000000e+01      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      8.9000000e+01      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.0000000e+01      4.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.0000000e+01      4.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.1000000e+01      3.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.1000000e+01      3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.4000000e+01      4.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.4000000e+01      4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.5000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.5000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.5000000e+01      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.5000000e+01      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.6100000e+02      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.6100000e+02      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      9.9500000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      9.9500000e+02      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0000000e+02      2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.0000000e+02      2.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0400000e+02      1.4000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.0400000e+02      1.4000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0560000e+03      2.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.0560000e+03      2.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0500000e+02      1.1000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.0500000e+02      1.1000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0600000e+02      2.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.0600000e+02      2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1100000e+02      1.6000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1100000e+02      1.6000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1100000e+02      3.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1100000e+02      3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1200000e+02      6.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1200000e+02      6.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1500000e+02      1.2000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1500000e+02      1.2000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1700000e+02      8.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1700000e+02      8.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1800000e+02      1.8000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1800000e+02      1.8000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.1900000e+02      4.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.1900000e+02      4.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.2000000e+02      2.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
