#            mhscp               ctau              width        SR2FULL_350
     1.7000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.8000000e+03      1.0000000e+99      0.0000000e+00      7.8206887e-02
     1.8000000e+03      1.9732700e+04      1.0000000e-20      7.8103500e-02
     1.8000000e+03      1.9732700e+02      1.0000000e-18      6.8573175e-02
     1.8000000e+03      6.1664687e+01      3.2000000e-18      5.1640138e-02
     1.8000000e+03      1.3155133e+01      1.5000000e-17      1.2527308e-02
     1.8000000e+03      8.9694091e+00      2.2000000e-17      5.7496783e-03
     1.8000000e+03      6.1664687e+00      3.2000000e-17      1.9970897e-03
     1.8000000e+03      4.2897174e+00      4.6000000e-17      4.9348095e-04
     1.8000000e+03      2.9018676e+00      6.8000000e-17      6.3636576e-05
     1.8000000e+03      1.9732700e+00      1.0000000e-16      4.1520826e-06
     1.8000000e+03      1.3155133e+00      1.5000000e-16      8.9067156e-08
     1.8000000e+03      8.9694091e-01      2.2000000e-16      7.0238020e-10
     1.8000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.9000000e+03      1.0000000e+99      0.0000000e+00      6.7499370e-02
     1.9000000e+03      1.9732700e+03      1.0000000e-19      6.6601169e-02
     1.9000000e+03      1.9732700e+02      1.0000000e-18      5.9081655e-02
     1.9000000e+03      6.1664687e+01      3.2000000e-18      4.4325359e-02
     1.9000000e+03      1.3155133e+01      1.5000000e-17      1.0538214e-02
     1.9000000e+03      8.9694091e+00      2.2000000e-17      4.7740143e-03
     1.9000000e+03      6.1664687e+00      3.2000000e-17      1.6240436e-03
     1.9000000e+03      4.2897174e+00      4.6000000e-17      3.8812816e-04
     1.9000000e+03      2.9018676e+00      6.8000000e-17      4.7153217e-05
     1.9000000e+03      1.9732700e+00      1.0000000e-16      2.8231359e-06
     1.9000000e+03      1.3155133e+00      1.5000000e-16      5.7270833e-08
     1.9000000e+03      8.9694091e-01      2.2000000e-16      5.5830861e-10
     1.9000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.0000000e+99      0.0000000e+00      5.8324344e-02
     2.0000000e+03      1.9732700e+03      1.0000000e-19      5.7542869e-02
     2.0000000e+03      1.9732700e+02      1.0000000e-18      5.1004783e-02
     2.0000000e+03      6.1664687e+01      3.2000000e-18      3.8198503e-02
     2.0000000e+03      1.3155133e+01      1.5000000e-17      9.0346241e-03
     2.0000000e+03      8.9694091e+00      2.2000000e-17      4.0896890e-03
     2.0000000e+03      6.1664687e+00      3.2000000e-17      1.3918642e-03
     2.0000000e+03      4.2897174e+00      4.6000000e-17      3.3326240e-04
     2.0000000e+03      2.9018676e+00      6.8000000e-17      4.0538857e-05
     2.0000000e+03      1.9732700e+00      1.0000000e-16      2.3842145e-06
     2.0000000e+03      1.3155133e+00      1.5000000e-16      4.2017056e-08
     2.0000000e+03      8.9694091e-01      2.2000000e-16      2.4064195e-10
     2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.2000000e+03      1.0000000e+99      0.0000000e+00      4.2425846e-02
     2.2000000e+03      1.9732700e+03      1.0000000e-19      4.1854580e-02
     2.2000000e+03      1.9732700e+02      1.0000000e-18      3.7076222e-02
     2.2000000e+03      6.1664687e+01      3.2000000e-18      2.7722921e-02
     2.2000000e+03      1.3155133e+01      1.5000000e-17      6.4789098e-03
     2.2000000e+03      8.9694091e+00      2.2000000e-17      2.9018462e-03
     2.2000000e+03      6.1664687e+00      3.2000000e-17      9.6802860e-04
     2.2000000e+03      4.2897174e+00      4.6000000e-17      2.2338886e-04
     2.2000000e+03      2.9018676e+00      6.8000000e-17      2.5230237e-05
     2.2000000e+03      1.9732700e+00      1.0000000e-16      1.3101314e-06
     2.2000000e+03      1.3155133e+00      1.5000000e-16      1.9577095e-08
     2.2000000e+03      8.9694091e-01      2.2000000e-16      1.0421902e-10
     2.2000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.4000000e+03      1.0000000e+99      0.0000000e+00      3.1211082e-02
     2.4000000e+03      1.9732700e+03      1.0000000e-19      3.0790307e-02
     2.4000000e+03      1.9732700e+02      1.0000000e-18      2.7271020e-02
     2.4000000e+03      6.1664687e+01      3.2000000e-18      2.0383268e-02
     2.4000000e+03      1.3155133e+01      1.5000000e-17      4.7391544e-03
     2.4000000e+03      8.9694091e+00      2.2000000e-17      2.1090282e-03
     2.4000000e+03      6.1664687e+00      3.2000000e-17      6.9431725e-04
     2.4000000e+03      4.2897174e+00      4.6000000e-17      1.5632112e-04
     2.4000000e+03      2.9018676e+00      6.8000000e-17      1.6797931e-05
     2.4000000e+03      1.9732700e+00      1.0000000e-16      7.9173324e-07
     2.4000000e+03      1.3155133e+00      1.5000000e-16      9.3758770e-09
     2.4000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.6000000e+03      1.0000000e+99      0.0000000e+00      2.1662435e-02
     2.6000000e+03      1.9732700e+03      1.0000000e-19      2.1373339e-02
     2.6000000e+03      1.9732700e+02      1.0000000e-18      1.8952990e-02
     2.6000000e+03      6.1664687e+01      3.2000000e-18      1.4202043e-02
     2.6000000e+03      1.3155133e+01      1.5000000e-17      3.3163927e-03
     2.6000000e+03      8.9694091e+00      2.2000000e-17      1.4705719e-03
     2.6000000e+03      6.1664687e+00      3.2000000e-17      4.7906483e-04
     2.6000000e+03      4.2897174e+00      4.6000000e-17      1.0554789e-04
     2.6000000e+03      2.9018676e+00      6.8000000e-17      1.0850968e-05
     2.6000000e+03      1.9732700e+00      1.0000000e-16      4.7184105e-07
     2.6000000e+03      1.3155133e+00      1.5000000e-16      4.7426982e-09
     2.6000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.8000000e+03      1.0000000e+99      0.0000000e+00      1.4801489e-02
     2.8000000e+03      1.9732700e+03      1.0000000e-19      1.4603407e-02
     2.8000000e+03      1.9732700e+02      1.0000000e-18      1.2944940e-02
     2.8000000e+03      6.1664687e+01      3.2000000e-18      9.6890439e-03
     2.8000000e+03      1.3155133e+01      1.5000000e-17      2.2347043e-03
     2.8000000e+03      8.9694091e+00      2.2000000e-17      9.7892949e-04
     2.8000000e+03      6.1664687e+00      3.2000000e-17      3.1172072e-04
     2.8000000e+03      4.2897174e+00      4.6000000e-17      6.5921651e-05
     2.8000000e+03      2.9018676e+00      6.8000000e-17      6.2436882e-06
     2.8000000e+03      1.9732700e+00      1.0000000e-16      2.3412961e-07
     2.8000000e+03      1.3155133e+00      1.5000000e-16      1.8042891e-09
     2.8000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.0000000e+03      1.0000000e+99      0.0000000e+00      9.4983942e-03
     3.0000000e+03      1.9732700e+03      1.0000000e-19      9.3702607e-03
     3.0000000e+03      1.9732700e+02      1.0000000e-18      8.2980729e-03
     3.0000000e+03      6.1664687e+01      3.2000000e-18      6.1967142e-03
     3.0000000e+03      1.3155133e+01      1.5000000e-17      1.4115028e-03
     3.0000000e+03      8.9694091e+00      2.2000000e-17      6.1291868e-04
     3.0000000e+03      6.1664687e+00      3.2000000e-17      1.9223082e-04
     3.0000000e+03      4.2897174e+00      4.6000000e-17      3.9574261e-05
     3.0000000e+03      2.9018676e+00      6.8000000e-17      3.5455449e-06
     3.0000000e+03      1.9732700e+00      1.0000000e-16      1.1918785e-07
     3.0000000e+03      1.3155133e+00      1.5000000e-16      7.2923928e-10
     3.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.5000000e+03      1.0000000e+99      0.0000000e+00      1.5483656e-03
     3.5000000e+03      1.9732700e+03      1.0000000e-19      1.5263774e-03
     3.5000000e+03      1.9732700e+02      1.0000000e-18      1.3431063e-03
     3.5000000e+03      6.1664687e+01      3.2000000e-18      9.8797539e-04
     3.5000000e+03      1.3155133e+01      1.5000000e-17      2.0808821e-04
     3.5000000e+03      8.9694091e+00      2.2000000e-17      8.5983037e-05
     3.5000000e+03      6.1664687e+00      3.2000000e-17      2.4987586e-05
     3.5000000e+03      4.2897174e+00      4.6000000e-17      4.5884765e-06
     3.5000000e+03      2.9018676e+00      6.8000000e-17      3.4031227e-07
     3.5000000e+03      1.9732700e+00      1.0000000e-16      8.6316185e-09
     3.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     4.0000000e+03      1.0000000e+99      0.0000000e+00      2.9336873e-05
     4.0000000e+03      1.9732700e+03      1.0000000e-19      2.8889507e-05
     4.0000000e+03      1.9732700e+02      1.0000000e-18      2.5186949e-05
     4.0000000e+03      6.1664687e+01      3.2000000e-18      1.8146553e-05
     4.0000000e+03      1.9732700e+01      1.0000000e-17      6.8764923e-06
     4.0000000e+03      1.3155133e+01      1.5000000e-17      3.4487839e-06
     4.0000000e+03      8.9694091e+00      2.2000000e-17      1.3351544e-06
     4.0000000e+03      6.1664687e+00      3.2000000e-17      3.5102416e-07
     4.0000000e+03      4.2897174e+00      4.6000000e-17      5.5386078e-08
     4.0000000e+03      2.9018676e+00      6.8000000e-17      3.1685061e-09
     4.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     4.5000000e+03      1.0000000e+99      0.0000000e+00      1.9219158e-07
     4.5000000e+03      1.9732700e+03      1.0000000e-19      1.8432807e-07
     4.5000000e+03      3.9465400e+02      5.0000000e-19      1.5603124e-07
     4.5000000e+03      1.9732700e+02      1.0000000e-18      1.2681018e-07
     4.5000000e+03      6.1664687e+01      3.2000000e-18      5.1511593e-08
     4.5000000e+03      3.5236964e+01      5.6000000e-18      1.9637635e-08
     4.5000000e+03      1.9732700e+01      1.0000000e-17      3.4857495e-09
     4.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+03      1.0000000e+99      0.0000000e+00      3.4932529e-08
     5.0000000e+03      1.9732700e+03      1.0000000e-19      3.3201563e-08
     5.0000000e+03      3.9465400e+02      5.0000000e-19      2.7115507e-08
     5.0000000e+03      1.0962611e+02      1.8000000e-18      1.4160497e-08
     5.0000000e+03      6.1664687e+01      3.2000000e-18      7.1299324e-09
     5.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
