#            mhscp               ctau              width        SR1FULL_375
     3.0000000e+02      4.2897174e-01      4.6000000e-16      9.1500091e-11
     3.0000000e+02      2.9018676e-01      6.8000000e-16      4.8449427e-12
     3.0000000e+02      1.9732700e-01      1.0000000e-15      1.0849193e-13
     3.0000000e+02      1.3155133e-01      1.5000000e-15      4.6943467e-16
     3.0000000e+02      8.9694091e-02      2.2000000e-15      3.3736013e-19
     3.0000000e+02      6.1664687e-02      3.2000000e-15      1.3649951e-23
     3.0000000e+02      3.5236964e-02      5.6000000e-15      4.6283476e-34
     3.0000000e+02      1.9732700e-02      1.0000000e-14      3.2595575e-53
     3.0000000e+02      1.0962611e-02      1.8000000e-14      5.7249406e-88
     3.0000000e+02      5.3331622e-03      3.7000000e-14      2.1215552e-170
     3.0000000e+02      1.9732700e-03      1.0000000e-13      0.0000000e+00
     3.0000000e+02      1.9732700e-04      1.0000000e-12      0.0000000e+00
     3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.2500000e+02      1.0000000e+99      0.0000000e+00      1.8148009e-03
     3.2500000e+02      1.9732700e+06      1.0000000e-22      1.8147898e-03
     3.2500000e+02      1.9732700e+04      1.0000000e-20      1.8136944e-03
     3.2500000e+02      1.9732700e+03      1.0000000e-19      1.8037689e-03
     3.2500000e+02      3.9465400e+02      5.0000000e-19      1.7603521e-03
     3.2500000e+02      1.9732700e+02      1.0000000e-18      1.7076446e-03
     3.2500000e+02      1.0962611e+02      1.8000000e-18      1.6267856e-03
     3.2500000e+02      6.1664687e+01      3.2000000e-18      1.4949452e-03
     3.2500000e+02      3.5236964e+01      5.6000000e-18      1.2946885e-03
     3.2500000e+02      1.9732700e+01      1.0000000e-17      9.9787138e-04
     3.2500000e+02      1.3155133e+01      1.5000000e-17      7.4573665e-04
     3.2500000e+02      8.9694091e+00      2.2000000e-17      4.9965503e-04
     3.2500000e+02      6.1664687e+00      3.2000000e-17      2.8552892e-04
     3.2500000e+02      4.2897174e+00      4.6000000e-17      1.3308651e-04
     3.2500000e+02      2.9018676e+00      6.8000000e-17      4.1629757e-05
     3.2500000e+02      1.9732700e+00      1.0000000e-16      8.2290451e-06
     3.2500000e+02      1.3155133e+00      1.5000000e-16      7.9498337e-07
     3.2500000e+02      8.9694091e-01      2.2000000e-16      6.3371764e-08
     3.2500000e+02      6.1664687e-01      3.2000000e-16      8.0420484e-09
     3.2500000e+02      4.2897174e-01      4.6000000e-16      9.8418198e-10
     3.2500000e+02      2.9018676e-01      6.8000000e-16      5.5414728e-11
     3.2500000e+02      1.9732700e-01      1.0000000e-15      1.3871540e-12
     3.2500000e+02      1.3155133e-01      1.5000000e-15      7.4563646e-15
     3.2500000e+02      8.9694091e-02      2.2000000e-15      7.3647004e-18
