#            mprod              mhscp              width               c300
     1.8600000e+03      1.8000000e+03      1.0000000e-16      1.5477085e-04
     1.8600000e+03      1.8000000e+03      1.5000000e-16      1.0111274e-05
     1.8600000e+03      1.8000000e+03      2.2000000e-16      3.2311455e-07
     1.8600000e+03      1.8000000e+03      3.2000000e-16      4.0394905e-09
     3.5500000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     3.6000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     1.8600000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     1.8800000e+03      1.8000000e+03      0.0000000e+00      1.0900751e-01
     1.8800000e+03      1.8000000e+03      1.0000000e-19      1.0812584e-01
     1.8800000e+03      1.8000000e+03      1.8000000e-18      9.4302936e-02
     1.8800000e+03      1.8000000e+03      5.6000000e-18      6.9994084e-02
     1.8800000e+03      1.8000000e+03      2.2000000e-17      2.0932054e-02
     1.8800000e+03      1.8000000e+03      3.2000000e-17      1.0437905e-02
     1.8800000e+03      1.8000000e+03      4.6000000e-17      4.0853275e-03
     1.8800000e+03      1.8000000e+03      6.8000000e-17      1.0050192e-03
     1.8800000e+03      1.8000000e+03      1.0000000e-16      1.4904631e-04
     1.8800000e+03      1.8000000e+03      1.5000000e-16      9.6456462e-06
     1.8800000e+03      1.8000000e+03      2.2000000e-16      3.0015491e-07
     1.8800000e+03      1.8000000e+03      3.2000000e-16      3.5068748e-09
     3.6000000e+02      3.0000000e+02      1.0000000e+06      0.0000000e+00
     3.6000000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     1.8800000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     1.9000000e+03      1.6000000e+03      0.0000000e+00      1.5045135e-01
     1.9000000e+03      1.6000000e+03      1.0000000e-19      1.4925835e-01
     1.9000000e+03      1.6000000e+03      1.8000000e-18      1.3057000e-01
     1.9000000e+03      1.6000000e+03      5.6000000e-18      9.7749186e-02
     1.9000000e+03      1.6000000e+03      2.2000000e-17      3.0932100e-02
     1.9000000e+03      1.6000000e+03      3.2000000e-17      1.6080043e-02
     1.9000000e+03      1.6000000e+03      4.6000000e-17      6.6850822e-03
     1.9000000e+03      1.6000000e+03      6.8000000e-17      1.8075576e-03
     1.9000000e+03      1.6000000e+03      1.0000000e-16      3.0651171e-04
     1.9000000e+03      1.6000000e+03      1.5000000e-16      2.4265864e-05
     1.9000000e+03      1.6000000e+03      2.2000000e-16      9.8066031e-07
     1.9000000e+03      1.6000000e+03      3.2000000e-16      1.5645271e-08
     1.9000000e+03      1.6000000e+03      4.6000000e-16      8.1740018e-11
     3.6000000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     3.7000000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     1.9000000e+03      1.6000000e+03      1.0000000e+06      0.0000000e+00
     1.9000000e+03      1.8000000e+03      0.0000000e+00      1.0852254e-01
     1.9000000e+03      1.8000000e+03      1.0000000e-19      1.0764032e-01
     1.9000000e+03      1.8000000e+03      1.8000000e-18      9.3817684e-02
     1.9000000e+03      1.8000000e+03      5.6000000e-18      6.9550112e-02
     1.9000000e+03      1.8000000e+03      2.2000000e-17      2.0732969e-02
     1.9000000e+03      1.8000000e+03      3.2000000e-17      1.0323425e-02
     1.9000000e+03      1.8000000e+03      4.6000000e-17      4.0322404e-03
     1.9000000e+03      1.8000000e+03      6.8000000e-17      9.8848538e-04
     1.9000000e+03      1.8000000e+03      1.0000000e-16      1.4574860e-04
     1.9000000e+03      1.8000000e+03      1.5000000e-16      9.3427930e-06
     1.9000000e+03      1.8000000e+03      2.2000000e-16      2.8731012e-07
     1.9000000e+03      1.8000000e+03      3.2000000e-16      3.2882825e-09
     3.7000000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     3.8000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     1.9000000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     1.9500000e+03      1.8000000e+03      0.0000000e+00      1.0322155e-01
     1.9500000e+03      1.8000000e+03      1.0000000e-19      1.0237134e-01
     1.9500000e+03      1.8000000e+03      1.8000000e-18      8.9065727e-02
     1.9500000e+03      1.8000000e+03      5.6000000e-18      6.5784023e-02
     1.9500000e+03      1.8000000e+03      2.2000000e-17      1.9360072e-02
     1.9500000e+03      1.8000000e+03      3.2000000e-17      9.5768726e-03
     1.9500000e+03      1.8000000e+03      4.6000000e-17      3.7096423e-03
     1.9500000e+03      1.8000000e+03      6.8000000e-17      8.9898491e-04
     1.9500000e+03      1.8000000e+03      1.0000000e-16      1.3068341e-04
     1.9500000e+03      1.8000000e+03      1.5000000e-16      8.2064445e-06
     1.9500000e+03      1.8000000e+03      2.2000000e-16      2.4303475e-07
     1.9500000e+03      1.8000000e+03      3.2000000e-16      2.5595850e-09
     3.8000000e+02      3.0000000e+02      1.0000000e+06      0.0000000e+00
     3.8000000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     1.9500000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     2.0000000e+03      5.0000000e+01      0.0000000e+00      0.0000000e+00
     3.8000000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+03      5.0000000e+01      1.0000000e+06      0.0000000e+00
     2.0000000e+03      7.5000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      5.0000000e+01      1.0000000e+06      0.0000000e+00
     4.0000000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+03      7.5000000e+01      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      7.5000000e+01      1.0000000e+06      0.0000000e+00
     4.0000000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.5000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      2.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.5000000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      2.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.0000000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      2.5000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.5000000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      3.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      3.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.0000000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      3.5000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      4.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     4.0500000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      4.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      4.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0500000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.1000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      4.5000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      5.0000000e+02      0.0000000e+00      0.0000000e+00
     4.1000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.2000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      5.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      5.5000000e+02      0.0000000e+00      5.4749959e-01
     2.0000000e+03      5.5000000e+02      1.0000000e-18      5.2374159e-01
     2.0000000e+03      5.5000000e+02      5.6000000e-18      4.2695137e-01
     2.0000000e+03      5.5000000e+02      2.2000000e-17      2.0725658e-01
     2.0000000e+03      5.5000000e+02      4.6000000e-17      7.4862705e-02
     2.0000000e+03      5.5000000e+02      6.8000000e-17      3.0867451e-02
     2.0000000e+03      5.5000000e+02      1.0000000e-16      9.1395424e-03
     2.0000000e+03      5.5000000e+02      1.5000000e-16      1.5571094e-03
     2.0000000e+03      5.5000000e+02      2.2000000e-16      1.5838435e-04
     2.0000000e+03      5.5000000e+02      3.2000000e-16      7.9030103e-06
     2.0000000e+03      5.5000000e+02      4.6000000e-16      1.7272795e-07
     2.0000000e+03      5.5000000e+02      6.8000000e-16      8.0520558e-10
     4.2000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.2500000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      5.5000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      6.0000000e+02      0.0000000e+00      5.9334881e-01
     2.0000000e+03      6.0000000e+02      1.0000000e-19      5.9072381e-01
     2.0000000e+03      6.0000000e+02      3.2000000e-18      5.1463769e-01
     2.0000000e+03      6.0000000e+02      1.0000000e-17      3.7975719e-01
     2.0000000e+03      6.0000000e+02      2.2000000e-17      2.2263883e-01
     2.0000000e+03      6.0000000e+02      4.6000000e-17      7.9106224e-02
     2.0000000e+03      6.0000000e+02      6.8000000e-17      3.2147383e-02
     2.0000000e+03      6.0000000e+02      1.0000000e-16      9.3514584e-03
     2.0000000e+03      6.0000000e+02      1.5000000e-16      1.5609888e-03
     2.0000000e+03      6.0000000e+02      2.2000000e-16      1.5569230e-04
     2.0000000e+03      6.0000000e+02      3.2000000e-16      7.5933023e-06
     2.0000000e+03      6.0000000e+02      4.6000000e-16      1.5845966e-07
     2.0000000e+03      6.0000000e+02      6.8000000e-16      6.3657668e-10
     4.2500000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     4.3000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      6.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      6.5000000e+02      0.0000000e+00      6.2618939e-01
     2.0000000e+03      6.5000000e+02      1.0000000e-19      6.2340641e-01
     2.0000000e+03      6.5000000e+02      3.2000000e-18      5.4261745e-01
     2.0000000e+03      6.5000000e+02      1.0000000e-17      3.9903865e-01
     2.0000000e+03      6.5000000e+02      2.2000000e-17      2.3194035e-01
     2.0000000e+03      6.5000000e+02      4.6000000e-17      8.0807240e-02
     2.0000000e+03      6.5000000e+02      6.8000000e-17      3.2283502e-02
     2.0000000e+03      6.5000000e+02      1.0000000e-16      9.1891021e-03
     2.0000000e+03      6.5000000e+02      1.5000000e-16      1.4907840e-03
     2.0000000e+03      6.5000000e+02      2.2000000e-16      1.4369691e-04
     2.0000000e+03      6.5000000e+02      3.2000000e-16      6.6976013e-06
     2.0000000e+03      6.5000000e+02      4.6000000e-16      1.3076615e-07
     2.0000000e+03      6.5000000e+02      6.8000000e-16      4.6474050e-10
     4.3000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.4000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      6.5000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      7.0000000e+02      0.0000000e+00      6.4644800e-01
     2.0000000e+03      7.0000000e+02      1.0000000e-19      6.4354067e-01
     2.0000000e+03      7.0000000e+02      3.2000000e-18      5.5912472e-01
     2.0000000e+03      7.0000000e+02      1.0000000e-17      4.0920111e-01
     2.0000000e+03      7.0000000e+02      2.2000000e-17      2.3550521e-01
     2.0000000e+03      7.0000000e+02      4.6000000e-17      8.0379677e-02
     2.0000000e+03      7.0000000e+02      6.8000000e-17      3.1556917e-02
     2.0000000e+03      7.0000000e+02      1.0000000e-16      8.7839422e-03
     2.0000000e+03      7.0000000e+02      1.5000000e-16      1.3840088e-03
     2.0000000e+03      7.0000000e+02      2.2000000e-16      1.2890908e-04
     2.0000000e+03      7.0000000e+02      3.2000000e-16      5.7514346e-06
     2.0000000e+03      7.0000000e+02      4.6000000e-16      1.0610898e-07
     2.0000000e+03      7.0000000e+02      6.8000000e-16      3.5243685e-10
     4.4000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.5000000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      7.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      8.0000000e+02      0.0000000e+00      6.4982790e-01
     2.0000000e+03      8.0000000e+02      5.0000000e-19      6.3468545e-01
     2.0000000e+03      8.0000000e+02      3.2000000e-18      5.5831854e-01
     2.0000000e+03      8.0000000e+02      1.0000000e-17      4.0260100e-01
     2.0000000e+03      8.0000000e+02      3.2000000e-17      1.4017278e-01
     2.0000000e+03      8.0000000e+02      4.6000000e-17      7.3251914e-02
     2.0000000e+03      8.0000000e+02      6.8000000e-17      2.7642938e-02
     2.0000000e+03      8.0000000e+02      1.0000000e-16      7.3321901e-03
     2.0000000e+03      8.0000000e+02      1.5000000e-16      1.0874535e-03
     2.0000000e+03      8.0000000e+02      2.2000000e-16      9.4573418e-05
     2.0000000e+03      8.0000000e+02      3.2000000e-16      3.8828272e-06
     2.0000000e+03      8.0000000e+02      4.6000000e-16      6.4770590e-08
     2.0000000e+03      8.0000000e+02      6.8000000e-16      1.8680497e-10
     4.5000000e+02      2.5000000e+02      1.0000000e+06      0.0000000e+00
     4.5000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      8.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      9.0000000e+02      0.0000000e+00      6.2628690e-01
     2.0000000e+03      9.0000000e+02      5.0000000e-19      6.1055334e-01
     2.0000000e+03      9.0000000e+02      3.2000000e-18      5.3193548e-01
     2.0000000e+03      9.0000000e+02      1.0000000e-17      3.7529490e-01
     2.0000000e+03      9.0000000e+02      3.2000000e-17      1.2337593e-01
     2.0000000e+03      9.0000000e+02      4.6000000e-17      6.2529456e-02
     2.0000000e+03      9.0000000e+02      6.8000000e-17      2.2621298e-02
     2.0000000e+03      9.0000000e+02      1.0000000e-16      5.6956010e-03
     2.0000000e+03      9.0000000e+02      1.5000000e-16      7.8987020e-04
     2.0000000e+03      9.0000000e+02      2.2000000e-16      6.3551323e-05
     2.0000000e+03      9.0000000e+02      3.2000000e-16      2.3707446e-06
     2.0000000e+03      9.0000000e+02      4.6000000e-16      3.5014965e-08
     2.0000000e+03      9.0000000e+02      6.8000000e-16      8.4636925e-11
     4.5000000e+02      3.0000000e+02      1.0000000e+06      0.0000000e+00
     4.5000000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      9.0000000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.0000000e+03      0.0000000e+00      5.6760809e-01
     2.0000000e+03      1.0000000e+03      1.0000000e-18      5.3672931e-01
     2.0000000e+03      1.0000000e+03      5.6000000e-18      4.1549062e-01
     2.0000000e+03      1.0000000e+03      3.2000000e-17      1.0048425e-01
     2.0000000e+03      1.0000000e+03      4.6000000e-17      4.9317148e-02
     2.0000000e+03      1.0000000e+03      6.8000000e-17      1.7078859e-02
     2.0000000e+03      1.0000000e+03      1.0000000e-16      4.0750214e-03
     2.0000000e+03      1.0000000e+03      1.5000000e-16      5.2700772e-04
     2.0000000e+03      1.0000000e+03      2.2000000e-16      3.8992083e-05
     2.0000000e+03      1.0000000e+03      3.2000000e-16      1.3022569e-06
     2.0000000e+03      1.0000000e+03      4.6000000e-16      1.6557686e-08
     2.0000000e+03      1.0000000e+03      6.8000000e-16      3.2610104e-11
     4.5000000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     4.5500000e+02      4.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.0000000e+03      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.1000000e+03      0.0000000e+00      5.0032761e-01
     2.0000000e+03      1.1000000e+03      1.0000000e-18      4.7102024e-01
     2.0000000e+03      1.1000000e+03      5.6000000e-18      3.5791928e-01
     2.0000000e+03      1.1000000e+03      3.2000000e-17      8.0091371e-02
     2.0000000e+03      1.1000000e+03      4.6000000e-17      3.8033343e-02
     2.0000000e+03      1.1000000e+03      6.8000000e-17      1.2570140e-02
     2.0000000e+03      1.1000000e+03      1.0000000e-16      2.8254594e-03
     2.0000000e+03      1.1000000e+03      1.5000000e-16      3.3771893e-04
     2.0000000e+03      1.1000000e+03      2.2000000e-16      2.2784160e-05
     2.0000000e+03      1.1000000e+03      3.2000000e-16      6.7856602e-07
     2.0000000e+03      1.1000000e+03      4.6000000e-16      7.4477458e-09
     4.5500000e+02      4.5000000e+02      1.0000000e+06      0.0000000e+00
     4.6000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.1000000e+03      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.2000000e+03      1.0000000e-22      4.3398848e-01
     2.0000000e+03      1.2000000e+03      0.0000000e+00      4.3399131e-01
     2.0000000e+03      1.2000000e+03      1.0000000e-18      4.0675191e-01
     2.0000000e+03      1.2000000e+03      5.6000000e-18      3.0332079e-01
     2.0000000e+03      1.2000000e+03      3.2000000e-17      6.2546203e-02
     2.0000000e+03      1.2000000e+03      4.6000000e-17      2.8644300e-02
     2.0000000e+03      1.2000000e+03      6.8000000e-17      8.9821425e-03
     2.0000000e+03      1.2000000e+03      1.0000000e-16      1.8843519e-03
     2.0000000e+03      1.2000000e+03      1.5000000e-16      2.0509642e-04
     2.0000000e+03      1.2000000e+03      2.2000000e-16      1.2384658e-05
     2.0000000e+03      1.2000000e+03      3.2000000e-16      3.2237262e-07
     2.0000000e+03      1.2000000e+03      4.6000000e-16      2.9792754e-09
     4.6000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.6000000e+02      4.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.2000000e+03      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.4000000e+03      0.0000000e+00      2.3186997e-01
     2.0000000e+03      1.4000000e+03      1.0000000e-19      2.3010449e-01
     2.0000000e+03      1.4000000e+03      1.8000000e-18      2.0230474e-01
     2.0000000e+03      1.4000000e+03      5.6000000e-18      1.5281439e-01
     2.0000000e+03      1.4000000e+03      2.2000000e-17      4.9451954e-02
     2.0000000e+03      1.4000000e+03      3.2000000e-17      2.6023384e-02
     2.0000000e+03      1.4000000e+03      4.6000000e-17      1.1058393e-02
     2.0000000e+03      1.4000000e+03      6.8000000e-17      3.1318214e-03
     2.0000000e+03      1.4000000e+03      1.0000000e-16      5.7730024e-04
     2.0000000e+03      1.4000000e+03      1.5000000e-16      5.2482357e-05
     2.0000000e+03      1.4000000e+03      2.2000000e-16      2.5331960e-06
     2.0000000e+03      1.4000000e+03      3.2000000e-16      5.0858705e-08
     2.0000000e+03      1.4000000e+03      4.6000000e-16      3.7010946e-10
     4.6000000e+02      4.5000000e+02      1.0000000e+06      0.0000000e+00
     4.7000000e+02      4.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.4000000e+03      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.6000000e+03      0.0000000e+00      1.4594009e-01
     2.0000000e+03      1.6000000e+03      1.0000000e-19      1.4476266e-01
     2.0000000e+03      1.6000000e+03      1.8000000e-18      1.2635276e-01
     2.0000000e+03      1.6000000e+03      5.6000000e-18      9.4190192e-02
     2.0000000e+03      1.6000000e+03      2.2000000e-17      2.9504957e-02
     2.0000000e+03      1.6000000e+03      3.2000000e-17      1.5297235e-02
     2.0000000e+03      1.6000000e+03      4.6000000e-17      6.3487772e-03
     2.0000000e+03      1.6000000e+03      6.8000000e-17      1.7169814e-03
     2.0000000e+03      1.6000000e+03      1.0000000e-16      2.9252282e-04
     2.0000000e+03      1.6000000e+03      1.5000000e-16      2.3476407e-05
     2.0000000e+03      1.6000000e+03      2.2000000e-16      9.7111084e-07
     2.0000000e+03      1.6000000e+03      3.2000000e-16      1.6025692e-08
     2.0000000e+03      1.6000000e+03      4.6000000e-16      8.8411216e-11
     4.7000000e+02      4.5000000e+02      1.0000000e+06      0.0000000e+00
     4.8000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.6000000e+03      1.0000000e+06      0.0000000e+00
     2.0000000e+03      1.8000000e+03      0.0000000e+00      9.9727411e-02
     2.0000000e+03      1.8000000e+03      1.0000000e-19      9.8898569e-02
     2.0000000e+03      1.8000000e+03      1.8000000e-18      8.5938565e-02
     2.0000000e+03      1.8000000e+03      5.6000000e-18      6.3316181e-02
     2.0000000e+03      1.8000000e+03      2.2000000e-17      1.8475096e-02
     2.0000000e+03      1.8000000e+03      3.2000000e-17      9.0972725e-03
     2.0000000e+03      1.8000000e+03      4.6000000e-17      3.5016576e-03
     2.0000000e+03      1.8000000e+03      6.8000000e-17      8.4023665e-04
     2.0000000e+03      1.8000000e+03      1.0000000e-16      1.2050776e-04
     2.0000000e+03      1.8000000e+03      1.5000000e-16      7.4532966e-06
     2.0000000e+03      1.8000000e+03      2.2000000e-16      2.2060598e-07
     2.0000000e+03      1.8000000e+03      3.2000000e-16      2.4382411e-09
     4.8000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.8000000e+02      4.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     2.0050000e+03      2.0000000e+03      0.0000000e+00      3.0875730e-02
     2.0050000e+03      2.0000000e+03      1.0000000e-19      3.0617154e-02
     2.0050000e+03      2.0000000e+03      1.8000000e-18      2.6559832e-02
     2.0050000e+03      2.0000000e+03      5.6000000e-18      1.9425935e-02
     2.0050000e+03      2.0000000e+03      2.2000000e-17      5.3364846e-03
     2.0050000e+03      2.0000000e+03      3.2000000e-17      2.5124282e-03
     2.0050000e+03      2.0000000e+03      4.6000000e-17      9.0656035e-04
     2.0050000e+03      2.0000000e+03      6.8000000e-17      1.9628288e-04
     2.0050000e+03      2.0000000e+03      1.0000000e-16      2.4127051e-05
     2.0050000e+03      2.0000000e+03      1.5000000e-16      1.1591206e-06
     2.0050000e+03      2.0000000e+03      2.2000000e-16      2.4863477e-08
     2.0050000e+03      2.0000000e+03      3.2000000e-16      2.2932854e-10
     4.8000000e+02      4.5000000e+02      1.0000000e+06      0.0000000e+00
     5.0000000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0050000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.0100000e+03      2.0000000e+03      0.0000000e+00      3.0872291e-02
     2.0100000e+03      2.0000000e+03      1.0000000e-19      3.0612479e-02
     2.0100000e+03      2.0000000e+03      1.8000000e-18      2.6538597e-02
     2.0100000e+03      2.0000000e+03      5.6000000e-18      1.9388276e-02
     2.0100000e+03      2.0000000e+03      2.2000000e-17      5.3120105e-03
     2.0100000e+03      2.0000000e+03      3.2000000e-17      2.4983473e-03
     2.0100000e+03      2.0000000e+03      4.6000000e-17      9.0037130e-04
     2.0100000e+03      2.0000000e+03      6.8000000e-17      1.9462869e-04
     2.0100000e+03      2.0000000e+03      1.0000000e-16      2.3876741e-05
     2.0100000e+03      2.0000000e+03      1.5000000e-16      1.1403535e-06
     2.0100000e+03      2.0000000e+03      2.2000000e-16      2.3703184e-08
     2.0100000e+03      2.0000000e+03      3.2000000e-16      1.9795299e-10
     5.0000000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     5.0000000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0100000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.0200000e+03      2.0000000e+03      0.0000000e+00      3.0579033e-02
     2.0200000e+03      2.0000000e+03      1.0000000e-19      3.0321854e-02
     2.0200000e+03      2.0000000e+03      1.8000000e-18      2.6287902e-02
     3.0000000e+03      2.5000000e+03      3.2000000e-17      3.4434721e-04
     2.0200000e+03      2.0000000e+03      5.6000000e-18      1.9202518e-02
     2.0200000e+03      2.0000000e+03      2.2000000e-17      5.2493988e-03
     2.0200000e+03      2.0000000e+03      3.2000000e-17      2.4648377e-03
     2.0200000e+03      2.0000000e+03      4.6000000e-17      8.8631857e-04
     2.0200000e+03      2.0000000e+03      6.8000000e-17      1.9094034e-04
     2.0200000e+03      2.0000000e+03      1.0000000e-16      2.3289901e-05
     2.0200000e+03      2.0000000e+03      1.5000000e-16      1.0958896e-06
     2.0200000e+03      2.0000000e+03      2.2000000e-16      2.1675114e-08
     2.0200000e+03      2.0000000e+03      3.2000000e-16      1.4857849e-10
     3.0000000e+03      2.5000000e+03      6.8000000e-17      2.8009193e-05
     3.0000000e+03      2.5000000e+03      4.6000000e-17      1.2700256e-04
     5.0000000e+02      1.5000000e+02      1.0000000e+06      0.0000000e+00
     5.0000000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0200000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.0300000e+03      2.0000000e+03      0.0000000e+00      2.9602305e-02
     2.0300000e+03      2.0000000e+03      1.0000000e-19      2.9352544e-02
     2.0300000e+03      2.0000000e+03      1.8000000e-18      2.5436291e-02
     2.0300000e+03      2.0000000e+03      5.6000000e-18      1.8563878e-02
     2.0300000e+03      2.0000000e+03      2.2000000e-17      5.0575151e-03
     2.0300000e+03      2.0000000e+03      3.2000000e-17      2.3693379e-03
     2.0300000e+03      2.0000000e+03      4.6000000e-17      8.4887477e-04
     2.0300000e+03      2.0000000e+03      6.8000000e-17      1.8166368e-04
     2.0300000e+03      2.0000000e+03      1.0000000e-16      2.1923213e-05
     2.0300000e+03      2.0000000e+03      1.5000000e-16      1.0154556e-06
     2.0300000e+03      2.0000000e+03      2.2000000e-16      1.9963203e-08
     2.0300000e+03      2.0000000e+03      3.2000000e-16      1.5072480e-10
     5.0000000e+02      2.0000000e+02      1.0000000e+06      0.0000000e+00
     5.0000000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0300000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.0400000e+03      2.0000000e+03      0.0000000e+00      3.0194177e-02
     2.0400000e+03      2.0000000e+03      1.0000000e-19      2.9940123e-02
     2.0400000e+03      2.0000000e+03      1.8000000e-18      2.5955048e-02
     2.0400000e+03      2.0000000e+03      5.6000000e-18      1.8954959e-02
     2.0400000e+03      2.0000000e+03      2.2000000e-17      5.1719034e-03
     2.0400000e+03      2.0000000e+03      3.2000000e-17      2.4245848e-03
     2.0400000e+03      2.0000000e+03      4.6000000e-17      8.6975327e-04
     2.0400000e+03      2.0000000e+03      6.8000000e-17      1.8672222e-04
     2.0400000e+03      2.0000000e+03      1.0000000e-16      2.2709723e-05
     2.0400000e+03      2.0000000e+03      1.5000000e-16      1.0728050e-06
     2.0400000e+03      2.0000000e+03      2.2000000e-16      2.1991017e-08
     2.0400000e+03      2.0000000e+03      3.2000000e-16      1.8476002e-10
     5.0000000e+02      2.5000000e+02      1.0000000e+06      0.0000000e+00
     5.0000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0400000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.0600000e+03      2.0000000e+03      0.0000000e+00      2.8566433e-02
