#            mprod               mint              mhscp              width               c200
     2.0000000e+02      5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      7.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      8.0000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0000000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0400000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.2300000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.2500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.4200000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.4300000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.5600000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.6700000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.7400000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.9500000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.9500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.9500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.9500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.0500000e+02      2.0300000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.1000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2000000e+02      2.1000000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2000000e+02      2.1500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      1.8500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      2.2000000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.3000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.3000000e+02      2.1500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.3000000e+02      2.2500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.4000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.4000000e+02      2.1900000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.4000000e+02      2.3500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      8.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      8.0000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0600000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.1600000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.3000000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.4000000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.6000000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.6900000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.7400000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.8500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.9500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.9800000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.1900000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.4500000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.4500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.4500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.4500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     2.5500000e+02      2.5300000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.6000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.6000000e+02      2.2900000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.6000000e+02      2.5500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.6000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.7000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.7000000e+02      2.6000000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.7000000e+02      2.6500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+02      2.3700000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+02      2.6500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+02      2.7500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+02      2.7500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      8.0000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      8.4000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.1100000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.2700000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.3600000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.5400000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.7600000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.8200000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.9400000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.1300000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.1400000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.2500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.2800000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.4600000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.5100000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.6900000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.7400000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.9500000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.9500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.9500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.9500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.9500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.9500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.0500000e+02      3.0300000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.1000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2000000e+02      3.1000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2000000e+02      3.1500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      2.8600000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      3.2000000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.3000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.3000000e+02      3.1500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.3000000e+02      3.2500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.4000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.4000000e+02      3.2000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.4000000e+02      3.3500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      1.8900000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.3100000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.3300000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.6600000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.7500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.8200000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      2.9700000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      3.0300000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      3.2000000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      3.4500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      3.4500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      3.4500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     3.5500000e+02      3.5300000e+02      3.5000000e+02      0.0000000e+00      5.2244419e-01
     3.6000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.6000000e+02      3.2900000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.6000000e+02      3.5500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.6000000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      5.2980679e-01
     3.7000000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      5.2991245e-01
     3.7000000e+02      3.6000000e+02      3.5000000e+02      0.0000000e+00      5.3056613e-01
     3.7000000e+02      3.6500000e+02      3.5000000e+02      0.0000000e+00      5.3039776e-01
     3.8000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.8000000e+02      3.3800000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.8000000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      5.3353208e-01
     3.8000000e+02      3.6500000e+02      3.5000000e+02      0.0000000e+00      5.3370774e-01
     3.8000000e+02      3.7500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.8000000e+02      3.7500000e+02      3.5000000e+02      0.0000000e+00      5.3462461e-01
     4.0000000e+02      5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      8.0000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      9.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.1900000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.4600000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.4700000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.7800000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.9600000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.0400000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.4100000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.4200000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.4700000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.6500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.8400000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.8400000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      2.8500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.1300000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.1700000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.2500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.3500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.4700000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.5400000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      5.3684001e-01
     4.0000000e+02      3.7000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.7400000e+02      3.5000000e+02      0.0000000e+00      5.4433499e-01
     4.0000000e+02      3.9500000e+02      5.0000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      7.5000000e+01      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      3.9500000e+02      3.5000000e+02      0.0000000e+00      5.4345446e-01
     4.0500000e+02      4.0300000e+02      4.0000000e+02      0.0000000e+00      5.4512072e-01
     4.1000000e+02      4.0500000e+02      4.0000000e+02      0.0000000e+00      5.5117274e-01
     4.2000000e+02      4.0500000e+02      4.0000000e+02      0.0000000e+00      5.5208904e-01
     4.2000000e+02      4.1000000e+02      4.0000000e+02      0.0000000e+00      5.5139741e-01
     4.2000000e+02      4.1500000e+02      4.0000000e+02      0.0000000e+00      5.5186033e-01
     4.2500000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      5.5227614e-01
     4.2500000e+02      3.8600000e+02      3.5000000e+02      0.0000000e+00      5.5614913e-01
     4.2500000e+02      4.2000000e+02      3.5000000e+02      0.0000000e+00      5.5778155e-01
     4.3000000e+02      4.0500000e+02      4.0000000e+02      0.0000000e+00      5.6032343e-01
     4.3000000e+02      4.1500000e+02      4.0000000e+02      0.0000000e+00      5.6059638e-01
     4.3000000e+02      4.2500000e+02      4.0000000e+02      0.0000000e+00      5.6079926e-01
     4.4000000e+02      4.0500000e+02      4.0000000e+02      0.0000000e+00      5.6286284e-01
     4.4000000e+02      4.2000000e+02      4.0000000e+02      0.0000000e+00      5.6071886e-01
     4.4000000e+02      4.3500000e+02      4.0000000e+02      0.0000000e+00      5.6236451e-01
     4.5000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      2.9300000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      3.3500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      3.3700000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      5.7318775e-01
     4.5000000e+02      3.6800000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      3.7600000e+02      3.5000000e+02      0.0000000e+00      5.6877850e-01
     4.5000000e+02      3.8700000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      3.9700000e+02      3.5000000e+02      0.0000000e+00      5.6859152e-01
     4.5000000e+02      4.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      4.2100000e+02      3.5000000e+02      0.0000000e+00      5.7773434e-01
     4.5000000e+02      4.4500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      4.4500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      4.4500000e+02      3.5000000e+02      0.0000000e+00      5.8023107e-01
     4.5500000e+02      4.5300000e+02      4.5000000e+02      0.0000000e+00      5.6536104e-01
     4.6000000e+02      4.0500000e+02      4.0000000e+02      0.0000000e+00      5.6362040e-01
     4.6000000e+02      4.2900000e+02      4.0000000e+02      0.0000000e+00      5.6849506e-01
     4.6000000e+02      4.5500000e+02      4.0000000e+02      0.0000000e+00      5.6826119e-01
     4.6000000e+02      4.5500000e+02      4.5000000e+02      0.0000000e+00      5.6434235e-01
     4.7000000e+02      4.5500000e+02      4.5000000e+02      0.0000000e+00      5.6927602e-01
     4.7000000e+02      4.6000000e+02      4.5000000e+02      0.0000000e+00      5.6900370e-01
     4.7000000e+02      4.6500000e+02      4.5000000e+02      0.0000000e+00      5.6892146e-01
     4.8000000e+02      4.0500000e+02      4.0000000e+02      0.0000000e+00      5.7050531e-01
     4.8000000e+02      4.3900000e+02      4.0000000e+02      0.0000000e+00      5.7451560e-01
     4.8000000e+02      4.5500000e+02      4.5000000e+02      0.0000000e+00      5.6741115e-01
     4.8000000e+02      4.6500000e+02      4.5000000e+02      0.0000000e+00      5.6821500e-01
     4.8000000e+02      4.7500000e+02      4.0000000e+02      0.0000000e+00      5.7874404e-01
     4.8000000e+02      4.7500000e+02      4.5000000e+02      0.0000000e+00      5.6847517e-01
     5.0000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      1.5500000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      2.0700000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      2.2800000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      2.5600000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      2.7700000e+02      1.5000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.0100000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.1900000e+02      2.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.3600000e+02      1.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.4400000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.5500000e+02      2.5000000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      3.5500000e+02      3.5000000e+02      0.0000000e+00      6.0273500e-01
