#            mhscp              width               c000               c100               c200               c300
     2.5000000e+02      1.5000000e-17      1.2368955e-01      1.2357454e-01      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.2000000e-17      8.9913202e-02      8.9835113e-02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      3.2000000e-17      5.7668425e-02      5.7622874e-02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      4.6000000e-17      3.1608616e-02      3.1586647e-02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      6.8000000e-17      1.2811238e-02      1.2803880e-02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0000000e-16      3.7096899e-03      3.7080457e-03      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.5000000e-16      6.1102136e-04      6.1083516e-04      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.2000000e-16      5.9354081e-05      5.9342977e-05      0.0000000e+00      0.0000000e+00
     2.5000000e+02      3.2000000e-16      2.7828647e-06      2.7826003e-06      0.0000000e+00      0.0000000e+00
     2.5000000e+02      4.6000000e-16      5.6827583e-08      5.6825642e-08      0.0000000e+00      0.0000000e+00
     2.5000000e+02      6.8000000e-16      2.6612806e-10      2.6612684e-10      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0000000e-15      3.2579609e-13      3.2579605e-13      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.5000000e-15      2.1384599e-17      2.1384599e-17      0.0000000e+00      0.0000000e+00
     2.5000000e+02      2.2000000e-15      4.1102536e-23      4.1102536e-23      0.0000000e+00      0.0000000e+00
     2.5000000e+02      3.2000000e-15      3.3154806e-31      3.3154806e-31      0.0000000e+00      0.0000000e+00
     2.5000000e+02      5.6000000e-15      1.7486088e-50      1.7486088e-50      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0000000e-14      1.3706288e-85      1.3706288e-85      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.8000000e-14      4.2672554e-149      4.2672554e-149      0.0000000e+00      0.0000000e+00
     2.5000000e+02      3.7000000e-14      2.0188635e-299      2.0188635e-299      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.5000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.7500000e+02      0.0000000e+00      2.6999469e-01      2.6981775e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-22      2.6999338e-01      2.6981644e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-20      2.6986389e-01      2.6968706e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-19      2.6868972e-01      2.6851389e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      5.0000000e-19      2.6353729e-01      2.6336588e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-18      2.5724579e-01      2.5707974e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.8000000e-18      2.4751310e-01      2.4735526e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      3.2000000e-18      2.3142108e-01      2.3127662e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      5.6000000e-18      2.0639357e-01      2.0626935e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-17      1.6774881e-01      1.6765438e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.5000000e-17      1.3304349e-01      1.3297408e-01      0.0000000e+00      0.0000000e+00
     2.7500000e+02      2.2000000e-17      9.6794008e-02      9.6748597e-02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      3.2000000e-17      6.2191961e-02      6.2166865e-02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      4.6000000e-17      3.4206299e-02      3.4195089e-02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      6.8000000e-17      1.3966398e-02      1.3963066e-02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-16      4.1015914e-03      4.1009596e-03      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.5000000e-16      6.9519907e-04      6.9514157e-04      0.0000000e+00      0.0000000e+00
     2.7500000e+02      2.2000000e-16      7.1035661e-05      7.1032955e-05      0.0000000e+00      0.0000000e+00
     2.7500000e+02      3.2000000e-16      3.6198806e-06      3.6198321e-06      0.0000000e+00      0.0000000e+00
     2.7500000e+02      4.6000000e-16      8.2108391e-08      8.2108156e-08      0.0000000e+00      0.0000000e+00
     2.7500000e+02      6.8000000e-16      4.2853911e-10      4.2853904e-10      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-15      1.0723834e-12      1.0723834e-12      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.5000000e-15      9.0129196e-16      9.0129196e-16      0.0000000e+00      0.0000000e+00
     2.7500000e+02      2.2000000e-15      7.8031895e-20      7.8031895e-20      0.0000000e+00      0.0000000e+00
     2.7500000e+02      3.2000000e-15      1.3203304e-25      1.3203304e-25      0.0000000e+00      0.0000000e+00
     2.7500000e+02      5.6000000e-15      2.2816861e-39      2.2816861e-39      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-14      2.3005748e-64      2.3005748e-64      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.8000000e-14      1.6874260e-109      1.6874260e-109      0.0000000e+00      0.0000000e+00
     2.7500000e+02      3.7000000e-14      2.6741075e-216      2.6741075e-216      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     2.7500000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.0000000e+02      0.0000000e+00      2.9075009e-01      2.9062906e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-22      2.9074868e-01      2.9062765e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-20      2.9060895e-01      2.9048801e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-19      2.8934205e-01      2.8922181e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      5.0000000e-19      2.8378263e-01      2.8366550e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-18      2.7699404e-01      2.7688067e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.8000000e-18      2.6649214e-01      2.6638453e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      3.2000000e-18      2.4912780e-01      2.4902956e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      5.6000000e-18      2.2212071e-01      2.2203661e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-17      1.8042002e-01      1.8035661e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.5000000e-17      1.4297601e-01      1.4292984e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.2000000e-17      1.0388139e-01      1.0385159e-01      0.0000000e+00      0.0000000e+00
     3.0000000e+02      3.2000000e-17      6.6596351e-02      6.6580203e-02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      4.6000000e-17      3.6493937e-02      3.6486910e-02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      6.8000000e-17      1.4798511e-02      1.4796497e-02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-16      4.2943902e-03      4.2940213e-03      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.5000000e-16      7.1159211e-04      7.1155928e-04      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.2000000e-16      6.9973424e-05      6.9971917e-05      0.0000000e+00      0.0000000e+00
     3.0000000e+02      3.2000000e-16      3.3466985e-06      3.3466742e-06      0.0000000e+00      0.0000000e+00
     3.0000000e+02      4.6000000e-16      6.9568847e-08      6.9568756e-08      0.0000000e+00      0.0000000e+00
     3.0000000e+02      6.8000000e-16      3.3573044e-10      3.3573042e-10      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-15      7.6137031e-13      7.6137031e-13      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.5000000e-15      4.7631233e-16      4.7631233e-16      0.0000000e+00      0.0000000e+00
     3.0000000e+02      2.2000000e-15      3.9795740e-20      3.9795740e-20      0.0000000e+00      0.0000000e+00
     3.0000000e+02      3.2000000e-15      1.1873335e-25      1.1873335e-25      0.0000000e+00      0.0000000e+00
     3.0000000e+02      5.6000000e-15      1.2842638e-38      1.2842638e-38      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-14      2.4345520e-62      2.4345520e-62      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.8000000e-14      1.8334515e-105      1.8334515e-105      0.0000000e+00      0.0000000e+00
     3.0000000e+02      3.7000000e-14      7.6334725e-208      7.6334725e-208      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.0000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.2500000e+02      0.0000000e+00      3.0970709e-01      3.0960530e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-22      3.0970557e-01      3.0960378e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-20      3.0955525e-01      3.0945353e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-19      3.0819229e-01      3.0809119e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      5.0000000e-19      3.0221219e-01      3.0211378e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-18      2.9491170e-01      2.9481656e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.8000000e-18      2.8362187e-01      2.8353173e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      3.2000000e-18      2.6496573e-01      2.6488368e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      5.6000000e-18      2.3597845e-01      2.3590858e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-17      1.9129734e-01      1.9124519e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.5000000e-17      1.5127018e-01      1.5123265e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      2.2000000e-17      1.0959447e-01      1.0957066e-01      0.0000000e+00      0.0000000e+00
     3.2500000e+02      3.2000000e-17      6.9992557e-02      6.9979972e-02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      4.6000000e-17      3.8168845e-02      3.8163574e-02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      6.8000000e-17      1.5372134e-02      1.5370722e-02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-16      4.4221967e-03      4.4219667e-03      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.5000000e-16      7.2462428e-04      7.2460789e-04      0.0000000e+00      0.0000000e+00
     3.2500000e+02      2.2000000e-16      7.0536754e-05      7.0536224e-05      0.0000000e+00      0.0000000e+00
     3.2500000e+02      3.2000000e-16      3.3676096e-06      3.3676044e-06      0.0000000e+00      0.0000000e+00
     3.2500000e+02      4.6000000e-16      7.1172395e-08      7.1172385e-08      0.0000000e+00      0.0000000e+00
     3.2500000e+02      6.8000000e-16      3.5941303e-10      3.5941303e-10      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-15      9.3357431e-13      9.3357431e-13      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.5000000e-15      7.3730973e-16      7.3730973e-16      0.0000000e+00      0.0000000e+00
     3.2500000e+02      2.2000000e-15      6.8257766e-20      6.8257766e-20      0.0000000e+00      0.0000000e+00
     3.2500000e+02      3.2000000e-15      1.3936965e-25      1.3936965e-25      0.0000000e+00      0.0000000e+00
     3.2500000e+02      5.6000000e-15      3.5381312e-39      3.5381312e-39      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-14      5.2269072e-64      5.2269072e-64      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.8000000e-14      5.0517172e-109      5.0517172e-109      0.0000000e+00      0.0000000e+00
     3.2500000e+02      3.7000000e-14      1.1090155e-215      1.1090155e-215      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.2500000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.5000000e+02      0.0000000e+00      3.2384562e-01      3.2377109e-01      3.2246172e-01      0.0000000e+00
     3.5000000e+02      1.0000000e-22      3.2384403e-01      3.2376950e-01      3.2246014e-01      0.0000000e+00
     3.5000000e+02      1.0000000e-20      3.2368657e-01      3.2361209e-01      3.2230344e-01      0.0000000e+00
     3.5000000e+02      1.0000000e-19      3.2225889e-01      3.2218487e-01      3.2088264e-01      0.0000000e+00
     3.5000000e+02      5.0000000e-19      3.1599492e-01      3.1592290e-01      3.1464882e-01      0.0000000e+00
     3.5000000e+02      1.0000000e-18      3.0834815e-01      3.0827856e-01      3.0703877e-01      0.0000000e+00
     3.5000000e+02      1.8000000e-18      2.9652344e-01      2.9645755e-01      2.9527057e-01      0.0000000e+00
     3.5000000e+02      3.2000000e-18      2.7698511e-01      2.7692521e-01      2.7582497e-01      0.0000000e+00
     3.5000000e+02      5.6000000e-18      2.4663162e-01      2.4658073e-01      2.4561378e-01      0.0000000e+00
     3.5000000e+02      1.0000000e-17      1.9985693e-01      1.9981910e-01      1.9905375e-01      0.0000000e+00
     3.5000000e+02      1.5000000e-17      1.5796971e-01      1.5794262e-01      1.5735323e-01      0.0000000e+00
     3.5000000e+02      2.2000000e-17      1.1437796e-01      1.1436089e-01      1.1394898e-01      0.0000000e+00
     3.5000000e+02      3.2000000e-17      7.2983716e-02      7.2974798e-02      7.2724403e-02      0.0000000e+00
     3.5000000e+02      4.6000000e-17      3.9752944e-02      3.9749276e-02      3.9621417e-02      0.0000000e+00
     3.5000000e+02      6.8000000e-17      1.5983730e-02      1.5982781e-02      1.5936055e-02      0.0000000e+00
     3.5000000e+02      1.0000000e-16      4.5901848e-03      4.5900408e-03      4.5782727e-03      0.0000000e+00
     3.5000000e+02      1.5000000e-16      7.5118758e-04      7.5117883e-04      7.4960283e-04      0.0000000e+00
     3.5000000e+02      2.2000000e-16      7.3047823e-05      7.3047614e-05      7.2933586e-05      0.0000000e+00
     3.5000000e+02      3.2000000e-16      3.4723242e-06      3.4723229e-06      3.4689778e-06      0.0000000e+00
     3.5000000e+02      4.6000000e-16      7.2429813e-08      7.2429812e-08      7.2399072e-08      0.0000000e+00
     3.5000000e+02      6.8000000e-16      3.4620927e-10      3.4620927e-10      3.4618239e-10      0.0000000e+00
     3.5000000e+02      1.0000000e-15      6.2605482e-13      6.2605482e-13      6.2605345e-13      0.0000000e+00
     3.5000000e+02      1.5000000e-15      2.4811661e-16      2.4811661e-16      2.4811661e-16      0.0000000e+00
     3.5000000e+02      2.2000000e-15      1.1246662e-20      1.1246662e-20      1.1246662e-20      0.0000000e+00
     3.5000000e+02      3.2000000e-15      8.5552635e-27      8.5552635e-27      8.5552635e-27      0.0000000e+00
     3.5000000e+02      5.6000000e-15      2.0855737e-41      2.0855737e-41      2.0855737e-41      0.0000000e+00
     3.5000000e+02      1.0000000e-14      4.7824577e-68      4.7824577e-68      4.7824577e-68      0.0000000e+00
     3.5000000e+02      1.8000000e-14      2.9183405e-116      2.9183405e-116      2.9183405e-116      0.0000000e+00
     3.5000000e+02      3.7000000e-14      1.7742142e-230      1.7742142e-230      1.7742142e-230      0.0000000e+00
     3.5000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.5000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.5000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.7500000e+02      0.0000000e+00      3.4071462e-01      3.4066643e-01      3.3961775e-01      0.0000000e+00
     3.7500000e+02      1.0000000e-22      3.4071295e-01      3.4066475e-01      3.3961607e-01      0.0000000e+00
     3.7500000e+02      1.0000000e-20      3.4054685e-01      3.4049868e-01      3.3945058e-01      0.0000000e+00
     3.7500000e+02      1.0000000e-19      3.3904083e-01      3.3899296e-01      3.3795007e-01      0.0000000e+00
     3.7500000e+02      5.0000000e-19      3.3243340e-01      3.3238684e-01      3.3136675e-01      0.0000000e+00
     3.7500000e+02      1.0000000e-18      3.2436784e-01      3.2432285e-01      3.2333053e-01      0.0000000e+00
     3.7500000e+02      1.8000000e-18      3.1189658e-01      3.1185400e-01      3.1090444e-01      0.0000000e+00
     3.7500000e+02      3.2000000e-18      2.9129293e-01      2.9125426e-01      2.9037488e-01      0.0000000e+00
     3.7500000e+02      5.6000000e-18      2.5929235e-01      2.5925954e-01      2.5848793e-01      0.0000000e+00
     3.7500000e+02      1.0000000e-17      2.1000088e-01      2.0997654e-01      2.0936768e-01      0.0000000e+00
     3.7500000e+02      1.5000000e-17      1.6588606e-01      1.6586868e-01      1.6540153e-01      0.0000000e+00
     3.7500000e+02      2.2000000e-17      1.2000938e-01      1.1999846e-01      1.1967375e-01      0.0000000e+00
     3.7500000e+02      3.2000000e-17      7.6487913e-02      7.6482233e-02      7.6286472e-02      0.0000000e+00
     3.7500000e+02      4.6000000e-17      4.1594663e-02      4.1592342e-02      4.1493608e-02      0.0000000e+00
     3.7500000e+02      6.8000000e-17      1.6681003e-02      1.6680409e-02      1.6645071e-02      0.0000000e+00
     3.7500000e+02      1.0000000e-16      4.7706247e-03      4.7705366e-03      4.7619214e-03      0.0000000e+00
     3.7500000e+02      1.5000000e-16      7.7482292e-04      7.7481784e-04      7.7372459e-04      0.0000000e+00
     3.7500000e+02      2.2000000e-16      7.4438898e-05      7.4438789e-05      7.4365226e-05      0.0000000e+00
     3.7500000e+02      3.2000000e-16      3.4747532e-06      3.4747527e-06      3.4727541e-06      0.0000000e+00
     3.7500000e+02      4.6000000e-16      7.0490818e-08      7.0490818e-08      7.0472978e-08      0.0000000e+00
     3.7500000e+02      6.8000000e-16      3.1215646e-10      3.1215646e-10      3.1213865e-10      0.0000000e+00
     3.7500000e+02      1.0000000e-15      4.2169498e-13      4.2169498e-13      4.2169356e-13      0.0000000e+00
     3.7500000e+02      1.5000000e-15      8.4802098e-17      8.4802098e-17      8.4802097e-17      0.0000000e+00
     3.7500000e+02      2.2000000e-15      1.7800810e-21      1.7800810e-21      1.7800810e-21      0.0000000e+00
     3.7500000e+02      3.2000000e-15      5.0558581e-28      5.0558581e-28      5.0558581e-28      0.0000000e+00
     3.7500000e+02      5.6000000e-15      1.1883129e-43      1.1883129e-43      1.1883129e-43      0.0000000e+00
     3.7500000e+02      1.0000000e-14      3.6812855e-72      3.6812855e-72      3.6812855e-72      0.0000000e+00
     3.7500000e+02      1.8000000e-14      8.4741287e-124      8.4741287e-124      8.4741287e-124      0.0000000e+00
     3.7500000e+02      3.7000000e-14      3.6143187e-246      3.6143187e-246      3.6143187e-246      0.0000000e+00
     3.7500000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.7500000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     3.7500000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.0000000e+02      0.0000000e+00      3.5563343e-01      3.5560162e-01      3.5476233e-01      0.0000000e+00
     4.0000000e+02      1.0000000e-22      3.5563167e-01      3.5559986e-01      3.5476057e-01      0.0000000e+00
     4.0000000e+02      1.0000000e-20      3.5545698e-01      3.5542519e-01      3.5458639e-01      0.0000000e+00
     4.0000000e+02      1.0000000e-19      3.5387317e-01      3.5384158e-01      3.5300708e-01      0.0000000e+00
     4.0000000e+02      5.0000000e-19      3.4692503e-01      3.4689432e-01      3.4607869e-01      0.0000000e+00
     4.0000000e+02      1.0000000e-18      3.3844501e-01      3.3841536e-01      3.3762268e-01      0.0000000e+00
     4.0000000e+02      1.8000000e-18      3.2533611e-01      3.2530807e-01      3.2455071e-01      0.0000000e+00
     4.0000000e+02      3.2000000e-18      3.0368786e-01      3.0366244e-01      3.0296293e-01      0.0000000e+00
     4.0000000e+02      5.6000000e-18      2.7008840e-01      2.7006688e-01      2.6945594e-01      0.0000000e+00
     4.0000000e+02      1.0000000e-17      2.1839758e-01      2.1838170e-01      2.1790373e-01      0.0000000e+00
     4.0000000e+02      1.5000000e-17      1.7221350e-01      1.7220221e-01      1.7183908e-01      0.0000000e+00
     4.0000000e+02      2.2000000e-17      1.2428499e-01      1.2427794e-01      1.2402903e-01      0.0000000e+00
     4.0000000e+02      3.2000000e-17      7.8946670e-02      7.8943031e-02      7.8795974e-02      0.0000000e+00
     4.0000000e+02      4.6000000e-17      4.2737180e-02      4.2735704e-02      4.2663635e-02      0.0000000e+00
     4.0000000e+02      6.8000000e-17      1.7023153e-02      1.7022779e-02      1.6998133e-02      0.0000000e+00
     4.0000000e+02      1.0000000e-16      4.8236268e-03      4.8235719e-03      4.8179448e-03      0.0000000e+00
     4.0000000e+02      1.5000000e-16      7.7312432e-04      7.7312121e-04      7.7247203e-04      0.0000000e+00
     4.0000000e+02      2.2000000e-16      7.3047937e-05      7.3047873e-05      7.3008557e-05      0.0000000e+00
     4.0000000e+02      3.2000000e-16      3.3376608e-06      3.3376605e-06      3.3366710e-06      0.0000000e+00
     4.0000000e+02      4.6000000e-16      6.5967943e-08      6.5967942e-08      6.5959005e-08      0.0000000e+00
     4.0000000e+02      6.8000000e-16      2.8056373e-10      2.8056373e-10      2.8055398e-10      0.0000000e+00
     4.0000000e+02      1.0000000e-15      3.1485505e-13      3.1485505e-13      3.1485426e-13      0.0000000e+00
     4.0000000e+02      1.5000000e-15      3.0372858e-17      3.0372858e-17      3.0372858e-17      0.0000000e+00
     4.0000000e+02      2.2000000e-15      2.2303973e-22      2.2303973e-22      2.2303973e-22      0.0000000e+00
     4.0000000e+02      3.2000000e-15      2.0204757e-29      2.0204757e-29      2.0204757e-29      0.0000000e+00
     4.0000000e+02      5.6000000e-15      3.8044197e-46      3.8044197e-46      3.8044197e-46      0.0000000e+00
     4.0000000e+02      1.0000000e-14      1.2352727e-76      1.2352727e-76      1.2352727e-76      0.0000000e+00
     4.0000000e+02      1.8000000e-14      7.8490141e-132      7.8490141e-132      7.8490141e-132      0.0000000e+00
     4.0000000e+02      3.7000000e-14      1.6715169e-262      1.6715169e-262      1.6715169e-262      0.0000000e+00
     4.0000000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.0000000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.2500000e+02      0.0000000e+00      3.7175954e-01      3.7173887e-01      3.7103648e-01      0.0000000e+00
     4.2500000e+02      1.0000000e-22      3.7175769e-01      3.7173701e-01      3.7103463e-01      0.0000000e+00
     4.2500000e+02      1.0000000e-20      3.7157424e-01      3.7155358e-01      3.7085160e-01      0.0000000e+00
     4.2500000e+02      1.0000000e-19      3.6991094e-01      3.6989041e-01      3.6919209e-01      0.0000000e+00
     4.2500000e+02      5.0000000e-19      3.6261455e-01      3.6259461e-01      3.6191228e-01      0.0000000e+00
     4.2500000e+02      1.0000000e-18      3.5371048e-01      3.5369125e-01      3.5302838e-01      0.0000000e+00
     4.2500000e+02      1.8000000e-18      3.3994824e-01      3.3993009e-01      3.3929714e-01      0.0000000e+00
     4.2500000e+02      3.2000000e-18      3.1722714e-01      3.1721072e-01      3.1662676e-01      0.0000000e+00
     4.2500000e+02      5.6000000e-18      2.8197856e-01      2.8196474e-01      2.8145566e-01      0.0000000e+00
     4.2500000e+02      1.0000000e-17      2.2779375e-01      2.2778365e-01      2.2738674e-01      0.0000000e+00
     4.2500000e+02      1.5000000e-17      1.7943393e-01      1.7942683e-01      1.7912646e-01      0.0000000e+00
     4.2500000e+02      2.2000000e-17      1.2931397e-01      1.2930961e-01      1.2910485e-01      0.0000000e+00
     4.2500000e+02      3.2000000e-17      8.1986844e-02      8.1984643e-02      8.1864631e-02      0.0000000e+00
     4.2500000e+02      4.6000000e-17      4.4276846e-02      4.4275983e-02      4.4217805e-02      0.0000000e+00
     4.2500000e+02      6.8000000e-17      1.7578804e-02      1.7578597e-02      1.7559014e-02      0.0000000e+00
     4.2500000e+02      1.0000000e-16      4.9613086e-03      4.9612805e-03      4.9568899e-03      0.0000000e+00
     4.2500000e+02      1.5000000e-16      7.9094829e-04      7.9094689e-04      7.9044668e-04      0.0000000e+00
     4.2500000e+02      2.2000000e-16      7.4159305e-05      7.4159280e-05      7.4128596e-05      0.0000000e+00
     4.2500000e+02      3.2000000e-16      3.3449356e-06      3.3449355e-06      3.3441313e-06      0.0000000e+00
     4.2500000e+02      4.6000000e-16      6.4725752e-08      6.4725752e-08      6.4718467e-08      0.0000000e+00
     4.2500000e+02      6.8000000e-16      2.6123724e-10      2.6123724e-10      2.6123049e-10      0.0000000e+00
     4.2500000e+02      1.0000000e-15      2.5057886e-13      2.5057886e-13      2.5057850e-13      0.0000000e+00
     4.2500000e+02      1.5000000e-15      1.5975093e-17      1.5975093e-17      1.5975093e-17      0.0000000e+00
     4.2500000e+02      2.2000000e-15      4.9880524e-23      4.9880524e-23      4.9880524e-23      0.0000000e+00
     4.2500000e+02      3.2000000e-15      1.4235683e-30      1.4235683e-30      1.4235683e-30      0.0000000e+00
     4.2500000e+02      5.6000000e-15      2.6605109e-48      2.6605109e-48      2.6605109e-48      0.0000000e+00
     4.2500000e+02      1.0000000e-14      1.4048606e-80      1.4048606e-80      1.4048606e-80      0.0000000e+00
     4.2500000e+02      1.8000000e-14      4.6709354e-139      4.6709354e-139      4.6709354e-139      0.0000000e+00
     4.2500000e+02      3.7000000e-14      1.2231498e-277      1.2231498e-277      1.2231498e-277      0.0000000e+00
     4.2500000e+02      1.0000000e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.2500000e+02      1.0000000e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.2500000e+02      1.0000000e+06      0.0000000e+00      0.0000000e+00      0.0000000e+00      0.0000000e+00
     4.5000000e+02      0.0000000e+00      3.8324406e-01      3.8322760e-01      3.8262124e-01      0.0000000e+00
     4.5000000e+02      1.0000000e-22      3.8324214e-01      3.8322568e-01      3.8261932e-01      0.0000000e+00
     4.5000000e+02      1.0000000e-20      3.8305195e-01      3.8303549e-01      3.8242949e-01      0.0000000e+00
     4.5000000e+02      1.0000000e-19      3.8132753e-01      3.8131118e-01      3.8070836e-01      0.0000000e+00
     4.5000000e+02      5.0000000e-19      3.7376352e-01      3.7374765e-01      3.7315872e-01      0.0000000e+00
     4.5000000e+02      1.0000000e-18      3.6453395e-01      3.6451866e-01      3.6394664e-01      0.0000000e+00
     4.5000000e+02      1.8000000e-18      3.5027105e-01      3.5025665e-01      3.4971060e-01      0.0000000e+00
     4.5000000e+02      3.2000000e-18      3.2673017e-01      3.2671718e-01      3.2621365e-01      0.0000000e+00
